ds,yhat,yhat_lower,yhat_upper
2010-03-03,22955.039448576747,6515.478554897578,39460.77247854324
2010-03-04,29706.572200955445,13510.100066144314,47003.75780877117
2010-03-05,19596.939816802544,3713.741353029807,35778.19357142535
2010-03-07,9520.472733551238,0.0,26030.19896927262
2010-03-08,20748.65808072936,5717.403155470249,38545.265876163074
2010-03-09,23311.680323537512,6772.4437071829925,39992.96101014079
2010-03-10,20567.496332864324,4291.9292093897675,36615.19512156503
2010-03-11,27701.896755185924,11016.333293495834,44427.6960123027
2010-03-12,18061.814283310232,2145.339735321615,33810.47779758345
2010-03-14,9116.715834976863,0.0,25522.625766894518
2010-03-15,20968.201563095434,5185.070670741262,37303.257816453464
2010-03-16,24165.390699048665,8524.664592022169,38844.15393046295
2010-03-17,22045.149953640856,6441.378530331629,38174.2344827713
2010-03-18,29772.632852353694,14080.307262267646,44997.71736442669
2010-03-19,20675.177127461593,4428.0229415604,38103.04298263338
2010-03-21,12594.541930697786,0.0,29207.1226914747
2010-03-22,24739.159379620785,9149.249592614768,41173.01549000971
2010-03-23,28122.475770819634,12079.263766195372,44434.11312997574
2010-03-24,26074.79043823309,9979.402719780524,41848.39464717797
2010-03-25,33758.24623881726,18696.043696585766,49552.5212547332
2010-03-26,24500.80763032693,9466.288487421902,39872.84580904961
2010-03-28,15772.745845061152,0.0,32959.23535114384
2010-03-29,27448.55252372881,11524.749445881807,43275.84800849312
2010-03-30,30283.78617936722,14863.514416722868,46141.26167690459
2010-03-31,27625.024651090695,11121.34883545096,45629.76591979476
2010-04-01,34652.65374437315,17691.959741180126,50216.66596961677
2010-04-06,27926.61674438691,11074.161283754323,44255.968634563906
2010-04-07,24762.224475734773,7802.6350045533245,42166.15045660861
2010-04-08,31372.745642462534,14877.276128368487,48832.97566662938
2010-04-09,21118.66254672041,5050.099895372491,37326.644488333244
2010-04-11,10744.5326420913,0.0,25923.2765308063
2010-04-12,21821.593288852593,5320.234870449743,38309.70691270864
2010-04-13,24234.21115451283,8790.815529857953,40590.07094064239
2010-04-14,21342.62286255561,4897.704528289628,36467.886726336044
2010-04-15,28335.318946240146,12655.750020945208,45936.722101090505
2010-04-16,18562.226795224386,3646.7696908086236,34954.887315916494
2010-04-18,9390.276152723603,0.0,25391.831375528367
2010-04-19,21154.651310236826,5270.121785425033,36398.142937775
2010-04-20,24286.65098570002,7625.404453440285,41600.055349629205
2010-04-21,22126.159517837088,6008.922003938819,39124.61686443181
2010-04-22,29840.992622188023,14954.185149611427,47461.80730940249
2010-04-23,20760.683345771333,5224.518986288018,37272.21039650196
2010-04-25,12809.588564621892,0.0,27951.78532232696
2010-04-26,25067.827602964542,9956.212639409458,41763.645613829474
2010-04-27,28596.899792373013,11556.855176481442,43986.23572133414
2010-04-28,26725.789220033585,11104.772455852504,43081.1478735874
2010-04-29,34614.4705266426,19267.59750288893,51664.963191035415
2010-04-30,25588.059969721682,9520.928251387428,42016.95330442086
2010-05-02,17384.227804193946,287.63418237241297,32967.73351434256
2010-05-04,32470.778365078444,15570.373271786188,48066.143508536275
2010-05-05,30105.334951092696,13722.966642333766,46423.10014521675
2010-05-06,37422.07343677661,21964.367970581377,52367.219313088455
2010-05-07,27762.517280716653,12047.13259538684,44797.63594267189
2010-05-09,18182.097268109832,1635.0435964267658,35428.81850945848
2010-05-10,29437.19892808918,13318.114877034672,45046.221288933804
2010-05-11,31874.44702514502,14871.328971689307,47592.36071754548
2010-05-12,28853.570055010794,13777.215737684355,45489.93565046229
2010-05-13,35566.67747979587,20101.202247220237,52148.85519359897
2010-05-14,25371.31502580276,8821.746771830558,40540.94833517991
2010-05-16,14975.693167616151,0.0,30311.178439344734
2010-05-17,25971.20572095661,10359.27503726888,43206.74574763838
2010-05-18,28255.768749313705,12225.876760167836,44032.09406140287
2010-05-19,25191.30883231514,8457.933855517116,41448.42686204187
2010-05-20,31968.892664063438,15547.147839188288,48440.95685791034
2010-05-21,21941.843105588687,5130.321229813885,37257.20505087889
2010-05-23,12162.57973751058,0.0,27711.945482282965
2010-05-24,23583.61638013407,7902.268294350586,39657.12950138157
2010-05-25,26353.21461058613,10020.967073403135,42788.743253408975
2010-05-26,23817.132989001908,7575.477260480681,39446.46363873154
2010-05-27,31149.15427118747,15162.032873324555,46804.780947916275
2010-05-28,21684.727513740178,5095.212230412329,37385.60356177036
2010-05-30,12984.055306634455,0.0,28170.059234133907
2010-06-01,28080.327515437704,11746.708671920296,43910.440031632475
2010-06-02,25896.208294081065,8441.552072685123,41357.302559678836
2010-06-03,33497.88977879688,17630.80146385539,50510.014973723555
2010-06-04,24212.69792507358,8190.739115725566,42055.43247869649
2010-06-06,15580.980324799017,0.0,32521.711422309832
2010-06-07,27372.158905054253,12697.95687436422,44050.962056362674
2010-06-08,30359.570796257416,14344.564332864702,46593.857384271476
2010-06-09,27882.408737739293,12094.912085480726,44590.95500808339
2010-06-10,35112.800070332465,18803.665162527013,52344.18851500073
2010-06-11,25389.4582766602,9437.563606588066,40811.82225286508
2010-06-13,15735.786226499164,52.59799495806798,32392.82194753228
2010-06-14,26974.01712783584,11093.635199222117,42986.18143141947
2010-06-15,29402.387194507657,13506.243796430035,46400.12225764201
2010-06-16,26376.74356007661,12149.050549542048,42900.29135078743
2010-06-17,33085.45858583285,16225.867307650158,50456.43069553635
2010-06-18,22882.597236925114,7851.992018557297,39801.14003486564
2010-06-20,12450.620904636162,0.0,29077.10179612788
2010-06-21,23412.459979285344,7226.003646769001,39496.27825497784
2010-06-22,25650.743995931905,9806.897677070836,41135.59789919564
2010-06-23,22526.469539502323,6821.48592741888,39267.058120641275
2010-06-24,29230.42743145005,12133.368648112668,45969.88053034618
2010-06-25,19116.324941055456,2545.2431582309914,34935.496539867134
2010-06-27,9127.422980539197,0.0,24640.799096005998
2010-06-28,20429.747244473067,3792.1595088606578,37304.57717259675
2010-06-29,23074.845013391026,6355.500120152149,38931.9295405616
2010-06-30,20411.64415111837,2196.894647833898,36929.904234634145
2010-07-01,27617.447769104598,11936.427122917774,44268.651842387284
2010-07-02,18031.482849842745,2782.1310235238475,34729.566370815344
2010-07-04,9117.574016097395,0.0,25909.076831053662
2010-07-05,20936.94706445252,5489.051961786471,37821.39978679199
2010-07-06,24066.678304505214,7829.818932054176,40006.62514221861
2010-07-07,21843.060297871736,7508.226549494295,38169.72407535409
2010-07-08,29432.37641586464,14332.549288372204,46946.06421471415
2010-07-09,20164.765889837818,3416.9836773943903,35972.23728657915
2010-07-11,11666.844218692142,0.0,27984.100057616033
2010-07-12,23577.245268402017,7200.348431143363,39138.79210690581
2010-07-13,26719.76705238251,10040.398990009016,43225.45442567945
2010-07-14,24433.572724174897,9352.802286760887,40309.613513781
2010-07-15,31890.127090481845,14689.052853184954,47102.19891442047
2010-07-16,22426.85812294169,6490.195001882802,37233.71800103554
2010-07-18,13386.950093596934,0.0,29166.23305562867
2010-07-19,24973.443846121554,7186.976378268802,41229.05703875049
2010-07-20,27773.226565458295,11251.068589997278,44555.4737026827
2010-07-21,25138.289677749468,10074.049498795637,39918.07756772834
2010-07-22,32252.805174016983,16813.243822074935,47046.17005722705
2010-07-23,22466.362418788856,4830.014274533887,38395.650292505095
2010-07-25,12880.23080610257,0.0,29932.063862165316
2010-07-26,24261.817932206883,8386.95466156166,41213.751123121874
2010-07-27,26911.254641934436,9378.167309221366,42141.15923454762
2010-07-28,24184.76079094266,6792.063585315813,40271.879490703934
2010-07-29,31268.49425199041,14272.721069308931,47132.10378311241
2010-07-30,21511.733016842663,5525.29049251078,36601.53951997023
2010-08-01,12153.838139841957,0.0,27633.497201153616
2010-08-02,23722.460125293845,8131.7034705015085,40072.77436088102
2010-08-03,26596.77066335718,10498.98997247473,43326.54049732814
2010-08-04,24123.015782912014,8649.815861507446,39729.031629765464
2010-08-05,31476.278127624435,15899.720694204203,47471.68230121983
2010-08-06,21994.052499630343,4805.674361155559,38790.549388975734
2010-08-08,13152.111732616271,0.0,28545.562350131324
2010-08-09,24938.881224332297,9414.323909435318,40510.53517596361
2010-08-10,27990.65440991915,10978.813424724933,44369.22231865847
2010-08-11,25644.71274627003,9721.123743068627,41610.21578175454
2010-08-12,33068.906512353475,17325.520233676274,49743.20376323838
2010-08-13,23595.52379023665,6470.552244727739,40827.003319789976
2010-08-15,14575.611199705327,0.0,31726.93270817643
2010-08-16,26176.98302420153,10581.750242640814,41137.58217635512
2010-08-17,28984.182710924026,12776.288275080507,45182.580298402965
2010-08-18,26341.34658460949,10973.240989782602,43364.08459286964
2010-08-19,33425.422924214785,16698.37916835791,48700.92361885692
2010-08-20,23579.799403336066,6966.508359477937,39163.56218667543
2010-08-22,13771.509803802966,0.0,29482.66112677736
2010-08-23,24985.85142562129,9065.356721340744,41686.38360006959
2010-08-24,27431.224705953813,11666.756478480142,43534.27250430452
2010-08-25,24467.144344918615,8012.186257075935,42079.38780457282
2010-08-26,31285.389140895662,15040.85369632543,47234.427400867244
2010-08-27,21243.140962461155,5285.866808541669,38274.39368733382
2010-08-29,11296.451007147307,0.0,26967.412732241028
2010-08-31,25214.707812760083,9312.612017616251,41628.618738791345
2010-09-01,22540.374479965656,5934.999947723597,39478.07600852659
2010-09-02,29755.67416605165,14179.099859377313,45445.645170346186
2010-09-03,20214.15068881277,4938.571938118227,36427.86513813531
2010-09-05,11549.954699297246,0.0,27981.70217693123
2010-09-06,23600.413211766438,6005.683739118201,40121.10702916664
2010-09-07,27046.810862018527,10177.712288226923,43025.192217790594
2010-09-08,25233.993240485437,9509.426282204693,43004.41993945959
2010-09-09,33334.31113022796,16768.952127798973,48129.67653080003
2010-09-10,24681.173959630163,9353.534696515813,40621.25572010309
2010-09-12,17720.42739253575,1382.486320880024,34365.09357261705
2010-09-13,30544.490264918808,14256.984480069274,47005.68351091066
2010-09-14,34686.08841918878,17891.200563060065,50608.810054261674
2010-09-15,33472.1463912747,18782.959533812238,49928.38182695362
2010-09-16,42059.173700682324,26683.304148310715,58715.33874818306
2010-09-17,33767.27837379174,18645.748576702696,49738.60991704274
2010-09-19,27114.3907923098,11014.716853957667,43512.32837585252
2010-09-20,39874.30985061586,23337.803308085713,54677.84627184063
2010-09-21,43805.13387211339,27336.096440540372,59158.32818847426
2010-09-22,42237.39349061148,27087.31189980394,58137.23141847976
2010-09-23,50334.77461464658,34825.34717347457,67949.32748284681
2010-09-24,41427.96177250953,25079.19817704659,57466.4445131048
2010-09-26,33227.04499171454,16714.289177209426,49419.43679175618
2010-09-27,45089.17401840615,30573.65926268361,60913.17839259215
2010-09-28,48066.64371020827,32688.458583658048,63902.44458908457
2010-09-29,45511.947310084164,29890.651239154704,62550.38209053465
2010-09-30,52611.42898311491,37120.52043497127,69723.20159908608
2010-10-01,42718.51498968045,27746.525032958853,59969.894313501296
2010-10-03,32668.50131876521,16350.034530833056,49043.28654977478
2010-10-04,43708.095091781666,27810.554063435244,58518.77108515551
2010-10-05,45954.663495000714,29675.93569579084,62046.32267276512
2010-10-06,42775.19425600429,26454.085108145202,59552.80442835005
2010-10-07,49367.479224779454,33618.88139995279,65803.7457147157
2010-10-08,39093.05757840155,24335.44872997241,56175.17471757275
2010-10-10,28671.83052630759,12617.450485500067,45393.366005907075
2010-10-11,39720.067888158796,22524.072416925865,56081.003813829884
2010-10-12,42097.80631577475,25355.766187249395,58036.47892751261
2010-10-13,39162.68209865151,23883.22425416527,55979.533811212816
2010-10-14,46100.20087670539,30050.695906425102,62242.90852552444
2010-10-15,36257.08350772885,20115.676885820856,52254.561908394884
2010-10-17,26887.656044510528,11021.682263153903,42815.773163610975
2010-10-18,38518.651724215466,21925.513553601366,53914.80058867767
2010-10-19,41490.925331672566,24998.747866776233,56630.60418935075
2010-10-20,39142.70005298944,21977.61943394163,55700.28828346566
2010-10-21,46640.93621419632,30423.654373727408,62234.51646210678
2010-10-22,37315.24665966674,21914.2814514704,53047.79486303284
2010-10-24,28792.633765892526,10546.687328887243,44062.59323497234
2010-10-25,40730.362157185606,24711.2157821588,56794.5830800024
2010-10-26,43921.4471343669,29209.584214325103,59761.20544798722
2010-10-27,41700.57351772111,24899.182412202714,56730.304971206475
2010-10-28,49234.54506911116,32875.01705076553,65343.46904355394
2010-10-29,39856.182321340326,23667.01111347398,55431.88938195429
2010-10-31,30991.79150149141,16444.721847445384,47231.498319170656
2010-11-01,42662.005106723875,26549.046307114248,58871.771195264046
2010-11-02,45539.601168077555,29599.4604035134,62025.08636987657
2010-11-03,42975.43227161077,26541.3445931376,58206.18957611061
2010-11-04,50153.684675730234,32969.85751996291,66063.51439216611
2010-11-05,40425.17633547617,24815.64885436338,56337.63036298714
2010-11-07,30948.513343435294,14682.183900803504,47497.32930817826
2010-11-08,42390.014793513576,25624.183944519536,58235.169765208026
2010-11-09,45110.08977999381,27413.53118290995,60059.35282791796
2010-11-10,42471.41214150314,26784.963746314123,58308.22969773948
2010-11-11,49667.121973930305,33093.37552331327,64749.91841735923
2010-11-12,40053.73558480348,23809.093545122105,56422.062196025436
2010-11-14,31105.1844376902,14708.995142415384,47635.53201872326
2010-11-15,42952.714831849626,26606.80626664978,59424.883342652654
2010-11-16,46162.54010881401,30484.1478927815,63392.57185270158
2010-11-17,44084.6155648796,28680.927654321706,59341.90830205598
2010-11-18,51896.06159563671,36541.47171493613,68402.83956365164
2010-11-19,42934.46696046828,26507.88491506777,60386.86139342929
2010-11-21,35310.461675070255,18838.78082501734,50801.57507714021
2010-11-22,47783.20757363939,31736.30028315835,64211.39836377732
2010-11-23,51560.581860041115,34018.981417093535,68269.8942376402
2010-11-24,49967.95632111684,34272.14337454057,66758.71249604072
2010-11-25,58158.87516566558,43852.540303430505,73907.65879269116
2010-11-26,49449.09852298873,32771.52494683968,64702.30875040698
2010-11-28,41871.3894138575,25282.669604263447,58598.51285225949
2010-11-29,54109.79268663098,37357.12759272365,70999.21847161929
2010-11-30,57468.60550920476,41388.932410437534,73277.949722572
2010-12-01,55269.40639843479,39312.485699229226,70779.17843173165
2010-12-02,62666.791755139675,46750.57816011787,80192.02650932899
2010-12-03,52982.55776151653,37144.8633658213,69638.02129675893
2010-12-05,42962.10529321727,27460.436938239498,58974.752854437116
2010-12-06,53768.551475916516,37294.8444171,69699.18999628049
2010-12-07,55586.46634289806,41225.21368680062,71610.13410012418
2010-12-08,51765.71098424801,34787.33895253232,69066.80402594298
2010-12-09,57492.18028748146,41533.517404020626,73535.00268464934
2010-12-10,46121.25531791126,30946.5881954893,61769.74650129792
2010-12-12,32820.98250080303,16983.188111170766,47987.98769745267
2010-12-13,42105.40456848081,25249.726669954343,58940.1570291513
2010-12-14,42525.938965385576,26142.11467006764,58662.83416195549
2010-12-15,37464.639298699505,20416.381313414997,53638.664100372924
2010-12-16,42136.69415592025,27004.37725322481,58071.72870174104
2010-12-17,29923.09840202391,14417.3834059127,45647.9251723946
2010-12-19,15652.697387313452,0.0,30709.850397178514
2010-12-20,24836.76222677512,9488.336519996868,42159.772758643536
2010-12-21,25422.076839817364,9686.369392626919,40268.332029361154
2010-12-22,20789.785272086276,3432.1420727574646,36054.27560789123
2010-12-23,26148.161446386326,9790.47845598753,42617.49858317906
2011-01-04,19287.963017297003,3080.474837410041,36700.37720563458
2011-01-05,17887.03294297017,1383.9115556158936,34605.76260077996
2011-01-06,26360.758112505704,10498.550926576603,41464.25251544636
2011-01-07,18014.3238230287,2483.6607542270867,33575.28677682377
2011-01-09,11368.852247708517,0.0,26886.894882217366
2011-01-10,24161.8091763504,8945.253963406647,40632.71895838331
2011-01-11,28127.236688857083,13025.826731163803,44607.62722763731
2011-01-12,26583.567571532993,10111.918152682798,43305.38347121485
2011-01-13,34683.79320322591,20305.224723980504,51211.65399775901
2011-01-14,25749.499261670506,9895.600993568001,42208.9464499627
2011-01-16,17375.06208713249,337.8273525585053,33689.46040974675
2011-01-17,29082.020315072685,12667.012551018946,45386.22321132141
2011-01-18,31855.787555997777,15988.56795430923,48307.49253577017
2011-01-19,29048.997308316328,12183.480235520952,44839.873356212294
2011-01-20,35849.90850824594,18902.46435038925,52343.36875337948
2011-01-21,25615.51276661665,8516.310198749692,41344.12765934023
2011-01-23,14775.329813670376,0.0,31041.0971386879
2011-01-24,25380.039438520333,9645.569948857647,41813.56148649283
2011-01-25,27175.971079498308,10019.222948155333,43841.906997632024
2011-01-26,23539.018144917056,6423.453206252185,41075.72249883182
2011-01-27,29676.2320070202,13149.644125434179,45333.24432839384
2011-01-28,18958.51134706763,2448.0776236156994,34799.40763545969
2011-01-30,7722.458755406711,0.0,23795.303898434897
2011-01-31,18416.208079013733,2728.2683478390086,34015.877750426385
2011-02-01,20484.882586944797,3203.956287047848,37398.71005510668
2011-02-02,17292.53093718556,1926.8783594440572,33823.20679276443
2011-02-03,24029.929075001543,9106.563985948746,39564.32523711888
2011-02-04,14047.803772422907,0.0,30726.604422093485
2011-02-06,4592.883979403574,0.0,21565.510910578745
2011-02-07,16278.422449641916,260.9145586258708,32757.53456365273
2011-02-08,19368.382650790714,3159.370717254062,36410.971731549966
2011-02-09,17197.93760976704,1602.956838442813,34062.470417641474
2011-02-10,24929.656997725848,9359.928783862,40224.59080878539
2011-02-11,15887.512553210325,0.0,31623.346579828656
2011-02-13,8054.064702683583,0.0,23999.026477769632
2011-02-14,20381.008290614016,4548.541546515547,35688.695850908596
2011-02-15,23978.882205915303,7947.279013923018,40872.31251022342
2011-02-16,22172.564915107967,7382.130430245219,39468.18421138302
2011-02-17,30118.740646703176,13502.212130277218,45609.168298273646
2011-02-18,21139.98894065194,5830.97770521299,37151.31208526025
2011-02-20,12996.625066348928,0.0,29822.576309923472
2011-02-21,24968.8889834959,7279.224594979146,41148.984243825966
2011-02-22,28097.575603543046,13395.908743955544,43090.98869961449
2011-02-23,25725.501370573224,9654.11866376757,43525.46361955188
2011-02-24,33029.767573117046,16809.116070485674,49636.115738870765
2011-02-25,23355.199704397783,8093.981276584273,39327.420128503814
2011-02-27,13752.422671313603,0.0,30510.178265310675
2011-02-28,25008.381787582763,9352.471362135026,41806.69645736399
2011-03-01,27460.101100878655,12312.057619005824,43837.40765954343
2011-03-02,24471.14370008279,7337.285414110084,40199.999246545514
2011-03-03,31237.170095307818,12923.29288490009,46469.81838644035
2011-03-04,21118.770126540407,5506.910999127905,37040.24482432608
2011-03-06,10958.113956675606,0.0,26338.21352592079
2011-03-07,22114.16498685646,5530.524128186668,37417.54181181584
2011-03-08,24588.249897839185,7465.890721258565,39911.57336709652
2011-03-09,21741.398346668735,4743.722093563681,37336.1968733708
2011-03-10,28762.89665189768,12422.184089107619,44020.94289818082
2011-03-11,19003.439365604358,3053.282965746538,35690.423380579814
2011-03-13,9816.047112300015,0.0,26475.458755196818
2011-03-14,21552.56283205126,5313.2426938552835,37319.018678496715
2011-03-15,24643.96223182317,8869.234557251899,40550.072054006174
2011-03-16,22430.55621593242,5422.753145463691,38650.694744553395
2011-03-17,30080.533255150818,15089.733373239744,46022.14662658507
2011-03-18,20923.76551707481,5967.048979067195,37139.71719198316
2011-03-20,12786.287606019709,0.0,29308.75220007336
2011-03-21,24935.351724476324,9512.749668883089,41032.98269187276
2011-03-22,28345.20752419952,11494.141875552254,44221.45461736433
2011-03-23,26345.431165283757,10270.436094257546,42012.24854130858
2011-03-24,34096.807695536016,18800.51475794822,49455.49186251423
2011-03-25,24925.269865736052,10188.984049683986,41249.334795033115
2011-03-27,16412.231848374788,1180.3080056981714,33122.33145089138
2011-03-28,28210.70216358145,12180.067901579492,44574.46879241569
2011-03-29,31173.857846525963,15264.35984122218,47831.66147790179
2011-03-30,28644.406517569707,13111.94453884901,45408.333627840715
2011-03-31,35798.81257701786,19866.14734178795,51190.934450733024
2011-04-01,25980.838382823815,9233.918335735298,42417.8574945586
2011-04-03,16104.914102382416,820.6435455056678,32368.320385359548
2011-04-04,27227.926690905184,10628.147724503828,43084.67228422697
2011-04-05,29546.906097108556,12192.821823826169,46293.00695576638
2011-04-06,26424.07629022355,9461.471158519847,42486.67741796309
2011-04-07,33053.949063316075,16583.928563772635,50167.765797735745
2011-04-08,22796.325948315458,7118.413959932711,39729.76385741324
2011-04-10,12347.080457837163,0.0,27777.53812433139
2011-04-11,23354.545294087715,7557.93714242083,39307.754227451005
2011-04-12,25678.5753904261,10768.839747259826,41881.572269131124
2011-04-13,22681.890284505593,6855.5007163010805,38276.58888266582
2011-04-14,29555.94449167479,14060.664838140496,46752.82848154312
2011-04-15,19654.040769262498,3697.6967017031884,36739.90571904393
2011-04-17,10208.69779933056,0.0,26158.06874414398
2011-04-18,21836.24423079281,6026.132114778573,37670.51863760836
2011-04-19,24836.50477269553,8331.395406876656,41073.24257778746
2011-04-20,22553.08487104598,6396.876230587747,38155.65882900562
2011-04-21,30157.261135477638,14562.600325426256,45691.61858366334
2011-04-26,28635.320783497642,12275.925706362203,44044.74311627479
2011-04-27,26774.30864100754,11467.253308816882,43545.57852608781
2011-04-28,34695.64485063793,18417.42916251439,50876.6704704137
2011-05-01,17685.202041708108,2128.168911914137,33407.49192641402
2011-05-03,32997.02404150387,16638.61121490941,49342.977073636896
2011-05-04,30758.716585644805,14441.186997003957,46041.46065994924
2011-05-05,38207.52260965869,22363.960521897763,53914.6779991379
2011-05-06,28681.253563691796,12669.7254625502,45433.86362469019
2011-05-08,19356.336014558117,4327.099079995919,35402.91864194347
2011-05-09,30726.667326633527,15048.707092251514,47377.67765468751
2011-05-10,33266.59476984521,16129.481898413223,48681.04224574993
2011-05-11,30333.17183272318,14258.888647742428,46713.37565686296
2011-05-12,37116.307014126694,21605.929689207325,53213.870313592735
2011-05-13,26971.879875208353,9684.832865618471,41947.9723947979
2011-05-15,16617.105834383157,66.85270193057671,32643.89447679116
2011-05-16,27602.181471979853,11279.38121188151,44152.77112831085
2011-05-17,29856.51529957274,14227.256306658232,45613.0266739429
2011-05-18,26743.348909709464,11168.185062772543,42706.95157295816
2011-05-19,33455.59733663882,17680.16779125579,49179.47420677503
2011-05-20,23348.905370278946,7272.308191460408,38651.10582776836
2011-05-22,13378.640507265227,0.0,29830.044692651125
2011-05-23,24694.61574472996,8601.653916156558,40519.87355882435
2011-05-24,27357.248294984718,12098.953233932665,43591.172003304106
2011-05-25,24715.70030562067,9330.509710072845,40441.72388383696
2011-05-26,31947.07687353759,15293.83355433881,48285.01256983223
2011-05-27,22389.969389938677,4981.136060127789,37184.119339669756
2011-05-29,13538.950217546399,0.0,28345.98274327612
2011-05-31,28546.114350606913,13288.836097247817,44815.57808314895
2011-06-01,26344.048870261333,10436.936468993283,43606.979314467244
2011-06-02,33946.3832942342,18029.010168305664,50775.71623812862
2011-06-03,24680.37914606029,8748.85994672921,40360.523856013766
2011-06-05,16139.588981609795,0.0,32767.753247201483
2011-06-06,27999.67004550416,12801.66495522651,44838.691469374586
2011-06-07,31068.938211004486,14873.479432245676,46665.046642951915
2011-06-08,28684.090989586635,13267.130604971002,45214.72637661476
2011-06-09,36014.458975581845,18547.959920445388,51439.68993106496
2011-06-10,26395.743839299277,11489.89607302249,42292.75370070113
2011-06-12,16952.708821172717,1817.969173384966,33322.14497360721
2011-06-13,28290.692970873115,12423.458451017683,45412.92095407755
2011-06-14,30811.139622879695,14784.266354567737,47266.96592394166
2011-06-15,27867.20770863938,10448.359070358829,43083.24541276422
2011-06-16,34644.90663819405,18660.82014299445,50727.45351655854
2011-06-17,24496.331739144207,8456.092413140987,41220.627582211935
2011-06-19,14123.243260407662,0.0,30283.88706674588
2011-06-20,25088.139524201204,9092.046307802872,42335.72982555842
