Description,6 RIBBONS RUSTIC CHARM,60 CAKE CASES VINTAGE CHRISTMAS,60 TEATIME FAIRY CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,AGED GLASS SILVER T-LIGHT HOLDER,ANTIQUE SILVER TEA GLASS ETCHED,ASSORTED COLOUR BIRD ORNAMENT,ASSORTED COLOURS SILK FAN,"ASSORTED FLOWER COLOUR ""LEIS""",ASSTD DESIGN BUBBLE GUM RING,BAG 250g SWIRLY MARBLES,BLACK AND WHITE PAISLEY FLOWER MUG,BLACK RECORD COVER FRAME,BOX OF 24 COCKTAIL PARASOLS,BOYS ALPHABET IRON ON PATCHES,BROCADE RING PURSE ,COLOUR GLASS T-LIGHT HOLDER HANGING,COOK WITH WINE METAL SIGN ,CREAM HEART CARD HOLDER,DISCO BALL CHRISTMAS DECORATION,DOLLY GIRL LUNCH BOX,FANCY FONTS BIRTHDAY WRAP,GIN + TONIC DIET METAL SIGN,GIRLS ALPHABET IRON ON PATCHES ,GRAND CHOCOLATECANDLE,GROW A FLYTRAP OR SUNFLOWER IN TIN,HAND OVER THE CHOCOLATE   SIGN ,HANGING HEART JAR T-LIGHT HOLDER,HANGING HEART ZINC T-LIGHT HOLDER,HANGING JAM JAR T-LIGHT HOLDER,HEART FILIGREE DOVE  SMALL,HEART OF WICKER LARGE,HEART OF WICKER SMALL,JAM MAKING SET PRINTED,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG OWLS,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG SPACEBOY DESIGN,JUMBO BAG STRAWBERRY,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,LUNCH BAG  BLACK SKULL.,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,LUNCH BAG RED SPOTTY,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG WOODLAND,LUNCH BOX I LOVE LONDON,MEDIUM CERAMIC TOP STORAGE JAR,MINI PAINT SET VINTAGE ,MULTI COLOUR SILVER T-LIGHT HOLDER,PACK OF 12 HEARTS DESIGN TISSUES ,PACK OF 12 LONDON TISSUES ,PACK OF 12 PINK PAISLEY TISSUES ,PACK OF 12 RED SPOTTY TISSUES ,PACK OF 12 SUKI TISSUES ,PACK OF 12 TRADITIONAL CRAYONS,PACK OF 12 WOODLAND TISSUES ,PACK OF 6 BIRDY GIFT TAGS,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,"PAPER CRAFT , LITTLE BIRDIE",PARTY BUNTING,PINK BLUE FELT CRAFT TRINKET BOX,PINK CREAM FELT CRAFT TRINKET BOX ,PLACE SETTING WHITE HEART,PLEASE ONE PERSON METAL SIGN,POPCORN HOLDER,RABBIT NIGHT LIGHT,RED  HARMONICA IN BOX ,RED HANGING HEART T-LIGHT HOLDER,RED TOADSTOOL LED NIGHT LIGHT,REGENCY CAKESTAND 3 TIER,ROTATING SILVER ANGELS T-LIGHT HLDR,SET/6 FRUIT SALAD PAPER CUPS,SET/6 RED SPOTTY PAPER CUPS,SET/6 RED SPOTTY PAPER PLATES,SINGLE HEART ZINC T-LIGHT HOLDER,SMALL CHINESE STYLE SCISSOR,SMALL POPCORN HOLDER,SPACEBOY BIRTHDAY CARD,SPACEBOY LUNCH BOX ,STRAWBERRY CERAMIC TRINKET BOX,SWEETHEART CERAMIC TRINKET BOX,VICTORIAN GLASS HANGING T-LIGHT,VINTAGE HEADS AND TAILS CARD GAME ,VINTAGE SNAP CARDS,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG,WORLD WAR 2 GLIDERS ASSTD DESIGNS,WRAP PINK FAIRY CAKES ,ZINC METAL HEART DECORATION
GROW A FLYTRAP OR SUNFLOWER IN TIN,0.008369473386357452,0.020200922317945194,0.008534777952568616,0.00493711231048171,0.004912545553573673,0.003259847279061019,0.0022842793507310746,0.004115590500355489,0.0034873083112268166,0.006635187968647317,0.037427573678018966,4.945297687039259e-06,0.0005118306777042246,0.022709750194969954,0.0016127716162883292,0.0003223549976147327,0.005553217395216553,0.17257690885960597,0.0007440374007506512,0.0018305648182104274,0.0030555830672404226,0.007900643371521032,0.003651892234630453,0.001071284808938459,0.0034624014902537065,1.0000000000000002,0.45378062668116353,0.010099390846313176,0.008581838838657659,0.0076088924103341095,0.0022622050092343665,0.0011513535405765878,0.0020564859668528524,0.4198329855223555,0.36522599305247205,0.13084205471909055,0.28549463926303537,0.32408970318741626,0.2147817785697089,0.005963254014551659,0.16959514852950064,0.05404480232045344,0.24717630976319713,0.0036115586652358156,0.006998382525951955,0.006403838846108408,0.008991958638240333,0.01191145116900898,0.005183728578914982,0.0018567026240843842,0.00021614619995568606,0.006788634447603925,0.003547404813620228,0.0019715349821625484,0.001062187977746613,0.0018369129224602985,0.00034489906027791614,0.0019185277569992558,0.014770330338440217,0.001987153782897958,0.01124324697434946,0.004720021821320401,0.004843753519364846,0.008451258107475778,0.005236639191108161,0.008348826788623172,0.004634927463237936,0.2637286110830777,0.01601452801672949,0.0,0.005232324641437954,0.6947885236738071,0.0029001884462855035,0.004380500159906537,0.34445377683661366,0.005798463978951965,0.0015992056441722733,0.32585729096185034,0.008681295284678451,0.16420495234254562,0.011249914404362234,0.0013264639527026144,0.00011232091818344993,0.0031071496433450647,0.002414382757424531,0.0028913395999756435,0.0006772757934781261,0.004977389206549037,0.007282973329934466,0.0026410602573823873,0.05444638762842732,0.05472532708127943,0.0029067982345460826,0.005686068476302303,0.07503987627751971,0.14209756300588386,0.0037058677086477363,0.1927292621572443,0.0026950678536548293,0.0020514072022245937
HAND OVER THE CHOCOLATE   SIGN ,0.0691129688368549,0.06799213806372006,0.07325028101810034,0.04650018742757538,0.013446635703715652,0.02514903778201305,0.03432568584222382,0.00932342951821355,0.026072418551147832,0.01821571854937904,0.005079111152429331,6.722245691157885e-06,0.059761730866341956,0.08938616799996771,0.0044727911719881115,0.001966550575709985,0.061325044151423286,0.3854108254129954,0.6032500939473427,0.11433540719679734,0.010100749896667786,0.014169168224262863,0.2767157108908842,0.0029894834890881045,0.02779460264178102,0.45378062668116353,1.0000000000000002,0.07655355373391672,0.054013519081343254,0.06606154492829641,0.02249357579773917,0.059893178148123435,0.048685954236084523,0.3980082707678894,0.2900238993929208,0.11321671915238966,0.2192386903781539,0.27657567409237654,0.21386226611570525,0.053322574080262135,0.1587380686482084,0.12327906044119416,0.26738801943676005,0.10446742086303196,0.1169261551450314,0.10681387995638582,0.15357763273111086,0.061404462018927145,0.03286913659756292,0.010297788038256669,0.0006542338674432253,0.020396876136219416,0.01272405356489817,0.011024091683223148,0.0024717670758256766,0.006828190240134511,0.003579980536024028,0.00323438328710137,0.06658257164273482,0.002172322407493651,0.0760642965870611,0.04658905846362821,0.04186552786988551,0.04032876001686483,0.08870830995368653,0.04181868704146211,0.013047916673863747,0.04954036984072748,0.087512159921718,0.0,0.07428434855871695,0.48475423387437383,0.0555082636494094,0.033290908604899055,0.5690789702020773,0.03854482464591195,0.009536204412707196,0.007372771879295497,0.048843716333960716,0.11390211438776959,0.04767960375651964,0.0018799400216763314,0.002387387239983993,0.03988717630510132,0.03407632503886982,0.022612298604224066,0.0005740482746108589,0.03435838214416791,0.014069216496915424,0.008582845958283226,0.14291059423681893,0.20958256673011455,0.016758946206905163,0.02346368605260619,0.05355984813647663,0.2257302670180315,0.01142427750995126,0.008534622634992144,0.012630724308016041,0.022033144517427793
HANGING HEART JAR T-LIGHT HOLDER,0.21767260621824444,0.18922345377007257,0.29431838870321403,0.25249178627837227,0.057508922720817215,0.19104113415847124,0.07619269413770405,0.04214504515415364,0.1150437303794161,0.09567008790117813,0.011781067700332624,6.190173594488172e-06,0.01583723554324499,0.16431979152797657,0.012816664200996853,0.001391607504322328,0.21765974518042375,0.30668206048541047,0.0157556002892184,0.018467135987223462,0.19976991281188747,0.02763558294244091,0.038626787517084676,0.010061327462253857,0.030902766921023776,0.010099390846313176,0.07655355373391672,0.9999999999999997,0.40424971881501687,0.3309215638947876,0.19248654385978306,0.0348346002101772,0.07029248577984,0.30510745805455797,0.1732521872130969,0.10266453473860612,0.14217879786086188,0.19130046216494853,0.1588535495862652,0.12522355148550607,0.1190955164312783,0.34282295114479927,0.2159135020749205,0.170597501900846,0.2737512665780367,0.30999775278445535,0.34781165656546664,0.23108546383918346,0.20793712363329525,0.022553234475713058,0.003276300628419844,0.13706524905504422,0.06946206662272807,0.04855886107942942,0.011335067148846224,0.026199015625279903,0.017430098007927605,0.011866679447395305,0.3636505520021665,0.006876268223255238,0.1033235005342417,0.20965991525593125,0.17769859927270373,0.2836785443277621,0.32258854988342783,0.20529768165993406,0.07756904552665603,0.09711163045029841,0.13381548098103155,0.0,0.238305900378908,0.03656515403956558,0.0760050623692962,0.22064340872063073,0.3245107187458032,0.038926874316376044,0.12930692980719163,0.026545274231458787,0.10767837466989724,0.1577495391051542,0.22390540720261248,0.01225681822632827,0.004563688888837614,0.040139182950777445,0.04483272825681547,0.24347650472589874,0.0002848687724524747,0.07743372049198048,0.1741741895064938,0.1906355200596862,0.13666786082114343,0.13860795433392595,0.1893336807011222,0.0779912541705534,0.20066158363663858,0.16968085631955362,0.2100600385829521,0.017719706836566318,0.022748696729452834,0.2214169466786648
HANGING HEART ZINC T-LIGHT HOLDER,0.5494648147031862,0.21912018853330298,0.175713618934881,0.15002158453660383,0.07134383115491787,0.10468934257605128,0.12344055509954377,0.024510085847885294,0.06858452958859894,0.04213359702203468,0.008690834449122928,2.785261641588661e-06,0.052148107940830905,0.1313976431682484,0.011430241810630605,0.0013500657505900826,0.26772528267069406,0.05457544038085413,0.011423536917451236,0.1808704064141301,0.6743878373469444,0.028245894397549175,0.04130461291182075,0.010444750939289035,0.01581492475914476,0.008581838838657659,0.054013519081343254,0.40424971881501687,1.0000000000000002,0.1131616491064054,0.6533925073138247,0.035873238356055395,0.06605607844074578,0.33386491722820966,0.09381929169056114,0.1522877361111106,0.1913555525546857,0.2939711300737678,0.32357007173125263,0.36723379188894734,0.16342669721980854,0.347944752418532,0.20413583716014855,0.2977604156925415,0.3105356612367192,0.525397576369222,0.4106645951967099,0.6473284849220688,0.4808363054192108,0.08620164946012983,0.0014686565716463054,0.24074639219427313,0.02843699402452896,0.04875599462051348,0.006086497590686679,0.0076668567652582245,0.005738926571558846,0.006222975940351337,0.4561600242775197,0.01041337540235907,0.3864573801344121,0.16389344463055308,0.09113436171696017,0.4791523110335741,0.21357517454141936,0.4555046975982227,0.14146241454975952,0.16182208300814416,0.1873937978756375,0.0,0.21808398965261636,0.12326200319465716,0.17641651333336378,0.315616505005835,0.056016088266269554,0.03345792914587061,0.5236124603220578,0.0067527689245882976,0.05748735653814925,0.587023558293729,0.21828604782279118,0.008892529943602772,0.021638218530186944,0.19814100612102092,0.21553064454783408,0.8482802044082817,0.0001848487311586222,0.051446290610196864,0.6648032691767864,0.6681872350459364,0.08773982790085902,0.050520851911783585,0.1254481986893319,0.061070965425837384,0.061527655549574,0.3632091415232883,0.6564078931909267,0.014015847781603695,0.023298858630519614,0.6636039689701639
HANGING JAM JAR T-LIGHT HOLDER,0.091074327102653,0.2380948175757956,0.22936205170975063,0.19535038526270218,0.0138784717694511,0.7035075649160312,0.2491355187605225,0.029340896453846604,0.12579512748639404,0.05817663152475484,0.00991256204974399,0.012035098449888232,0.06687931142993915,0.5541250971131306,0.005071437516044998,0.0014863204813023135,0.16332228010654312,0.28322163271160333,0.00867794659340887,0.06756203511938784,0.1573809699434329,0.031167987764952113,0.030952503183730478,0.004765264438431438,0.023222899759654286,0.0076088924103341095,0.06606154492829641,0.3309215638947876,0.1131616491064054,1.0000000000000002,0.018851043976931606,0.028465331966591678,0.03565875397993634,0.17393867231235216,0.08222581635250659,0.03691477347503733,0.07997014347187785,0.11782772467375728,0.07951584229102727,0.07173971000521798,0.08453406149568723,0.23193724688034342,0.1426597534141034,0.08180397719779864,0.20143762037070773,0.18406509193162449,0.2612129428278106,0.1023312586128787,0.09034773915713565,0.44634969411697006,0.002276228281647961,0.17065149468286392,0.0401490601718168,0.032765723380415265,0.008707603169487828,0.022166390271922694,0.015774525561050773,0.007429748119392351,0.24267895518756974,0.004809384470458189,0.46463242950356237,0.16946727507873247,0.15305758226391558,0.16426287424945848,0.37459591873337883,0.1791263574355629,0.03288185413305311,0.2142090153897865,0.08826059186354615,0.0,0.1840527003933228,0.00948599084938497,0.01815102154564139,0.08474737762101249,0.27634418809691164,0.03825284898448112,0.01231205731511668,0.022017768369600597,0.0949717355323918,0.010646109060893593,0.5920763607128433,0.20514754800470597,0.003317946209681967,0.03037065730291482,0.028122057712926807,0.033267666766978225,0.0001439217340633064,0.07820459362123504,0.03552694846771269,0.18753209829757828,0.10989442876179685,0.09575316932752735,0.051589624043747354,0.05616722610191084,0.16064853539196924,0.08896117675032801,0.22542289267973015,0.017622795540873183,0.5328814910474894,0.036608659073858414
HEART FILIGREE DOVE  SMALL,0.5498185521742992,0.17060365464016272,0.17094718402448456,0.1594441097240996,0.033166793906026594,0.03789459627647782,0.0967835133404248,0.010033977465367584,0.08130915071358093,0.016840426269504,0.00189344026006686,4.472319609957805e-06,0.0016818700351122406,0.03652727109764462,0.00350161261594434,0.002188229006219289,0.2364479480792078,0.011544249577537476,0.006673408146906627,0.010608721545983186,0.8668081243014525,0.01591838164180352,0.010788137523664807,0.0021885064856477228,0.022411557582390402,0.0022622050092343665,0.02249357579773917,0.19248654385978306,0.6533925073138247,0.018851043976931606,1.0,0.03395453985005971,0.05507158355373642,0.3267747620154829,0.05583839969025273,0.1655700757059123,0.11406130227337268,0.260027974864295,0.27724363160247467,0.3644072197673638,0.0968626011576859,0.1798643863638021,0.048335166423721376,0.27961197707066726,0.3115777231078343,0.55243538020658,0.432414885569801,0.7231706252527794,0.57223861285556,0.07358672322675087,0.0012801135122770674,0.2979168391615166,0.012340624461592078,0.05515738205406906,0.0016510044336240297,0.0017646187664057545,0.0009527646423130333,0.0016581751721948406,0.5139803614338246,0.010387842923043225,0.29206949317895403,0.16767721529136229,0.07205788656308461,0.5735123020329133,0.21299287987614698,0.5289384007144423,0.15453426348932706,0.06693953191274012,0.07755710103180861,0.0,0.09101165980644833,0.1497996941986607,0.2262039820212862,0.19057593210805004,0.023060708396099968,0.004696086288389188,0.6783512957027655,0.0034656069587510577,0.020293132075616418,0.7530689243684329,0.17258629439254833,0.009692988638240373,0.020724014209745276,0.184369686532714,0.21368838593175593,0.8061598271303289,0.0004156432464478839,0.00591389913123664,0.8096427597895888,0.8474947316287742,0.01679179219756143,0.01635389857804925,0.07045463535996636,0.04499329723585147,0.014607606763140268,0.3863474762592797,0.824268985347347,0.003836981455009084,0.00596601456950059,0.8410051028765626
HEART OF WICKER LARGE,0.04776614486573008,0.013004361289022385,0.009661239794511594,0.008132707440129134,0.00711971945831728,0.012533939956398288,0.015234628977444372,0.03752949190974433,0.00822986521878033,0.005800299248096314,0.000954475683913565,1.677368056647381e-06,0.000591608918028053,0.01048938348925296,0.0025544350765900835,0.0003695266962796771,0.0161583291197283,0.4399150992020321,0.08753232655950549,0.004796720184262679,0.02609860210071665,0.06018888453299021,0.2849177049104365,0.0032475581040298396,0.006519653197448002,0.0011513535405765878,0.059893178148123435,0.0348346002101772,0.035873238356055395,0.028465331966591678,0.03395453985005971,1.0000000000000004,0.9807037972944973,0.017195595268669813,0.007638068088485179,0.008806996640579445,0.00650249529755575,0.029510462049335662,0.017288581731798293,0.016218840524931846,0.005451100127764673,0.014745913457674705,0.017344438536450638,0.02294768390873684,0.02071333202110862,0.027171239224036667,0.028851460004844016,0.0349497329950704,0.02202558809556149,0.030674365524290276,0.000499809991508927,0.011380069148834562,0.0059042342507631225,0.003753393175886903,0.004891951897105631,0.006861139896650735,0.0005767509419680627,0.010167186874163422,0.02105131611664903,0.0012053805417976328,0.0145934384897597,0.007672964173310886,0.03866411041372072,0.019250966150915667,0.034603135790184154,0.031201283518785462,0.006400044477918293,0.018956856071362632,0.01518196822258813,0.0,0.018611041498655282,0.0059978487727212,0.015022921217866721,0.02033042044471452,0.44436845010086784,0.002074629927207232,0.019289165035241296,0.002513085766700787,0.9189201209851572,0.02063728152679531,0.029516029418304165,0.001908996341362789,0.0013054202442788568,0.005915756548992041,0.00652333131081558,0.03055263504956289,1.9768344757802894e-05,0.003411439946450691,0.048669273028239146,0.03513449404816487,0.011518166592521329,0.014137813759918561,0.04302705112777581,0.0035187167951114375,0.006593501358915596,0.4693059694959422,0.026743131469286863,0.002098037930334517,0.04612820327643091,0.04335351737637784
HEART OF WICKER SMALL,0.0646705519348072,0.037275147409874296,0.0201649536882777,0.017091165533936286,0.017562865976408566,0.031517480716169194,0.026574337083335207,0.009777252856891842,0.011303503598951862,0.012442509356016304,0.0019344008203914034,3.664838774016791e-06,0.0014263623153116052,0.01776307768959328,0.01042038184508847,0.0005785750245338016,0.06309822449951061,0.40500262584166874,0.06296349472977737,0.0097537465198992,0.043176001399959564,0.00840734360688043,0.27935618866408973,0.012946520775458383,0.009677624265852395,0.0020564859668528524,0.048685954236084523,0.07029248577984,0.06605607844074578,0.03565875397993634,0.05507158355373642,0.9807037972944973,1.0000000000000004,0.03480217831421283,0.014187260322814128,0.012569080506940106,0.011760131344545325,0.022335028585386017,0.020127802218272168,0.023921015833577496,0.01156340956798421,0.02708473632315951,0.018935409160636046,0.033718726307743384,0.028994289009914576,0.04285273790342128,0.040569200974528735,0.053549064620544345,0.03560750209999753,0.004060653390395359,0.0002054111143929454,0.017866115573013874,0.010530159453560029,0.007290793761344913,0.0010153616263033406,0.0021130905192533094,0.0011964345360441174,0.0017166593043096946,0.038581103289332536,0.0017449260594832308,0.02917683226527333,0.015266526069785659,0.011347209653481535,0.0362812525515606,0.02062036759931055,0.03164663981609095,0.013148203082671674,0.03258291305029125,0.03335511340366414,0.0,0.06013334982996109,0.00957259371119101,0.020886365472661365,0.03830110679666934,0.4417991573912779,0.004827782231823785,0.03216433439188437,0.0022286133641053734,0.9157374989063172,0.03474053300776916,0.045343785199815835,0.0019360704736155075,0.0014070147752573239,0.009698462067156398,0.010784942718693322,0.049641068850786146,6.78677055700216e-05,0.005894076244336888,0.04532070985360726,0.04256565966480956,0.019648541225018957,0.02078973208110884,0.0663275888357665,0.008858574789375137,0.017998696173440784,0.48886426151655615,0.048718072889729055,0.0030019489745310665,0.00738288677888743,0.06861245912166948
JAM MAKING SET PRINTED,0.3407325985586061,0.3178943483001778,0.3395849339497257,0.2406533580940616,0.00868558011787406,0.035964485493143544,0.05666919124548189,0.07282290810224254,0.10115578464626648,0.025331689441612085,0.0264533613035196,1.6013969762612104e-06,0.007717272216124873,0.12333683702453958,0.008379143370418141,0.0006850981512344983,0.164278942236826,0.32790781432741867,0.0049101186386680575,0.01993100809566527,0.40934911161417475,0.01442291379222889,0.020222672818457053,0.007721618171896961,0.012210672763784297,0.4198329855223555,0.3980082707678894,0.30510745805455797,0.33386491722820966,0.17393867231235216,0.3267747620154829,0.017195595268669813,0.03480217831421283,1.0000000000000002,0.24657681963169772,0.15238235128137437,0.24185343621812694,0.34243703901239875,0.2564280385031311,0.14994424898079203,0.16394170164347266,0.18620682576247338,0.19587138235686977,0.1368188417030255,0.2572116259998057,0.3426334977662601,0.3679773337587813,0.3745294163554235,0.2915485646919214,0.046091810900921855,0.003388114474713496,0.41176951825257163,0.02682542626425909,0.04702233694584234,0.008129300908359385,0.026083298305233454,0.018354811905370434,0.005228627521589632,0.5043445716247306,0.014937557653090064,0.18712414299749075,0.2518044058852654,0.2503738059638322,0.45755775604068033,0.35348472891838406,0.35082339588762956,0.13442130052472304,0.09525706368113185,0.18456077142126306,0.0,0.1744849681108262,0.4899440004151614,0.10156475466039382,0.1589626547412998,0.4459383729956398,0.03898891978377048,0.34688644769297367,0.07908158837097182,0.0498674673283641,0.4329027378139405,0.21167918064918956,0.007447570671271039,0.01078508836009735,0.13745683436937545,0.13079268849805442,0.32057720677810625,0.0007450912468123332,0.06817535705984251,0.3498837052889368,0.3925224613863744,0.10674900169997102,0.08923270943238201,0.05734922988733984,0.11417860468145548,0.1557641045471429,0.26477394332112286,0.34818237066437935,0.05850174449369777,0.01643126354390864,0.32206546577826933
JUMBO  BAG BAROQUE BLACK WHITE,0.057344845973707544,0.0512791336599228,0.07498335399805338,0.06292660755851352,0.004965655322007912,0.03491943290640831,0.017652373699136033,0.03652266820281334,0.08025872260609887,0.09447718121013901,0.0018856726536716248,7.210915992846851e-06,0.011076066463012924,0.08636083522160425,0.0013103985717138234,0.0014050426292048428,0.10518660546368476,0.14137338619207618,0.011615402777098984,0.033800304473536345,0.04248740492993675,0.013430054550492891,0.040332011885114455,0.0018824946675064257,0.02418467320175476,0.36522599305247205,0.2900238993929208,0.1732521872130969,0.09381929169056114,0.08222581635250659,0.05583839969025273,0.007638068088485179,0.014187260322814128,0.24657681963169772,1.0,0.8078114780451179,0.833649612314185,0.7757810331018715,0.7678299323945246,0.6583807331994053,0.8335821294777433,0.4186458529758202,0.493156307145025,0.20544132824204933,0.14200190624458967,0.23530918407146978,0.21859278932133688,0.11723258531171339,0.12016503485000715,0.01618365360102159,0.0006936033310265553,0.020165272020974866,0.03403016004507349,0.00824048604696264,0.015398798198991594,0.0015674667935409116,0.0010648891863880058,0.011198894325983744,0.05890528886491856,0.001575594444329678,0.03835462853892381,0.02293807602109244,0.03006425651803285,0.05126543712954119,0.09539597856283476,0.08392749407570242,0.06914526167802779,0.03261910363679647,0.045451157983745244,0.0,0.2075539492643842,0.41100109674292196,0.06215814860432627,0.023097411045329707,0.2549477179541748,0.011688563052394468,0.03922244013586593,0.002433124084713396,0.0884119068682512,0.1486463092848453,0.03558006865294403,0.005844293828006592,0.0031341908298454456,0.04653036388812378,0.045771506304495765,0.06088376432662699,0.0003433304607941572,0.019783237248428596,0.056063041706543394,0.04281736946811044,0.1785535715700705,0.2584670449430714,0.016159731629142884,0.01107228941522658,0.010981521177111873,0.17496609432503155,0.09287619824958324,0.0076883067188654305,0.008970566547633896,0.0556634258473886
JUMBO BAG OWLS,0.11218247725794078,0.05139091210267017,0.06520523645959496,0.06268705282700916,0.002282590053795188,0.014231030215227302,0.01696472793357674,0.03336324502446338,0.039739296331551106,0.046714471514983875,0.001460101465626359,4.2083892946310746e-07,0.006448387222894136,0.060647587998743535,0.0012326420474386452,0.0018019068922405898,0.0744908952290082,0.05914009826801322,0.022797656443468824,0.00588251297272969,0.17113403099309818,0.024797813128609333,0.018039501548456658,0.002642665809972595,0.010493511483835101,0.13084205471909055,0.11321671915238966,0.10266453473860612,0.1522877361111106,0.03691477347503733,0.1655700757059123,0.008806996640579445,0.012569080506940106,0.15238235128137437,0.8078114780451179,0.9999999999999999,0.8731223125324836,0.7550883892965468,0.7415259855914164,0.8893513966201169,0.8597067795008884,0.2543076889633583,0.27384192608182034,0.1526266877673678,0.12670314026075596,0.21142258703040065,0.21612770323669211,0.18319447170806033,0.19283357636894516,0.02935467786741974,0.0006793941488984461,0.06187486252535567,0.01464574788201866,0.011742406810080213,0.010032774191035898,0.0033041029195509937,0.0013125534624800915,0.009278710374344907,0.11642782215608573,0.0029668779743717713,0.06385790281753702,0.042538779187539406,0.04010385234769056,0.12296010391075403,0.09666703655015291,0.13623659651513043,0.06573461002732289,0.018182407557965016,0.01876575613947053,0.0,0.1382579432573259,0.16291253556594587,0.05197994868592953,0.04017384485958716,0.09306651867275596,0.005298070576478196,0.13885117867651978,0.002029902241264468,0.040736854185817004,0.19843921449708313,0.045533690576201845,0.004300104535288648,0.005249920338604245,0.03934337933208865,0.04508355501514944,0.16555477266780375,1.0094441588844894e-05,0.009541926784865913,0.17035038515477466,0.17047777121576443,0.058589185058670015,0.04959961126505889,0.010098961937400836,0.012871720474043445,0.006897742140553604,0.12616105621375728,0.19706152950856823,0.003144182493731924,0.019447369483340672,0.15846250679263815
JUMBO BAG PINK POLKADOT,0.16510289422264227,0.060035785446444744,0.06786718062306385,0.05493037511802841,0.006680158661393209,0.030016946283778365,0.040737424802922625,0.023131803229747058,0.05549236714531372,0.051740455556044736,0.0033380713088996183,6.693160167033379e-06,0.009819712041728991,0.10830304722553621,0.0014039871657592947,0.20205870248980934,0.12856212152857058,0.10359294233548542,0.005951742044598206,0.15337665269138806,0.12201181724218677,0.011012139385384333,0.0318207783214127,0.0024068984783569185,0.007054768996264071,0.28549463926303537,0.2192386903781539,0.14217879786086188,0.1913555525546857,0.07997014347187785,0.11406130227337268,0.00650249529755575,0.011760131344545325,0.24185343621812694,0.833649612314185,0.8731223125324836,1.0,0.8081094347989489,0.8668873361733507,0.8139406212579836,0.9124785252496654,0.41832844673467817,0.4505628409809431,0.18239428457255968,0.14448856782975747,0.24997148145121648,0.2139097524591386,0.19889588253924523,0.1647323138754509,0.03926095249020468,0.0007395406445868453,0.05807860776324156,0.022174569484263464,0.011291146799464425,0.011221482505248577,0.001345213084622137,0.0012381161748773778,0.005714691694554269,0.10138373058096438,0.002479146371623975,0.12320909503440096,0.049849318559776847,0.036472947013482686,0.10890420888892904,0.0907573102658068,0.12075134840735796,0.06045581624450644,0.08009511381787104,0.09371500466830175,0.0,0.20227474426471195,0.3142089132286642,0.0397521408671445,0.03634265566583139,0.1814994773706558,0.023500759444870293,0.12058930016106945,0.006076089242737331,0.03990941337655241,0.1945619809464221,0.049847442479509826,0.2637805956956268,0.008882154838845175,0.09236638729629154,0.08915934005611541,0.12615015544582936,0.00016454006392668748,0.04415219723081887,0.13927752535900656,0.12627505128205724,0.10268595202144536,0.09074702541992177,0.024776574404651065,0.01814394682060904,0.01060165134190802,0.16598401858830053,0.15784915801354754,0.008369899389623119,0.012058606803199595,0.1182175201017632
