Customer ID,Recency,Frequency,Monetary,Cluster,Segment,AvgOrderValue,Churned,CLV
12374,25,4,2989.2200000000003,1,Regular,747.3050000000001,0,5878.432639678823
12375,11,2,457.5,1,Regular,228.75,0,899.6938775510204
12376,390,2,503.15,0,At Risk,251.575,1,989.4666109066577
12377,315,4,3426.32,0,At Risk,856.58,1,6738.009019739044
12378,130,2,5416.32,1,Regular,2708.16,1,10651.43156908665
12379,82,4,1620.22,1,Regular,405.055,0,3186.2339110070257
12380,22,11,9676.3,1,Regular,879.6636363636363,0,19028.869655403145
12381,5,5,1845.31,1,Regular,369.062,0,3628.8832987621277
12383,185,5,1850.56,1,Regular,370.11199999999997,1,3639.207654734025
12384,29,2,585.27,1,Regular,292.635,0,1150.9592037470725
12385,379,1,1938.4,0,At Risk,1938.4,1,3811.9488792238208
12386,338,2,660.8000000000001,0,At Risk,330.40000000000003,1,1299.4922716627636
12387,415,1,143.94,0,At Risk,143.94,1,283.0643425894948
12388,16,8,3901.11,1,Regular,487.63875,0,7671.704442957511
12389,403,3,1433.33,0,At Risk,477.77666666666664,1,2818.70650384744
12390,80,1,549.84,1,Regular,549.84,0,1081.284550016728
12391,22,6,2773.42,1,Regular,462.2366666666667,0,5454.052445633992
12392,591,1,234.75000000000003,0,At Risk,234.75000000000003,1,461.6462027433925
12393,72,6,2399.45,1,Regular,399.9083333333333,0,4718.623987955838
12394,64,2,1272.48,1,Regular,636.24,0,2502.387902308464
12395,19,15,5067.27,1,Regular,337.81800000000004,0,9965.009387755103
12396,674,1,931.43,0,At Risk,931.43,1,1831.6980729340914
12397,36,2,2409.9,1,Regular,1204.95,0,4739.174372699899
12398,46,1,1635.66,1,Regular,1635.66,0,3216.5973502843763
12399,119,7,1962.3,1,Regular,280.3285714285714,1,3858.9492806958847
12400,414,1,205.25,0,At Risk,205.25,1,403.63315490130475
12401,303,1,84.3,0,At Risk,84.3,1,165.7796587487454
12402,323,6,1256.9,0,At Risk,209.48333333333335,1,2471.7491468718636
12403,50,2,1019.36,1,Regular,509.68,0,2004.6162863834058
12404,682,1,63.24,0,At Risk,63.24,1,124.36424222147876
12405,149,1,1710.39,1,Regular,1710.39,1,3363.5571830043496
12406,22,5,6390.36,1,Regular,1278.072,0,12566.924081632653
12407,50,5,1708.12,1,Regular,341.62399999999997,0,3359.0931281365
12408,33,8,4340.77,1,Regular,542.59625,0,8536.31517564403
12409,79,7,23419.29,1,Regular,3345.612857142857,0,46055.064108397455
12410,309,3,1013.71,0,At Risk,337.90333333333336,1,1993.50531281365
12411,410,1,346.9,0,At Risk,346.9,1,682.1941117430579
12412,75,6,2596.93,1,Regular,432.82166666666666,0,5106.977096018735
12413,67,4,999.45,1,Regular,249.8625,0,1965.4623954499834
12414,217,6,952.41,1,Regular,158.73499999999999,1,1872.9561659417861
12415,24,28,144458.37,2,VIP,5159.2275,0,284083.74
12416,657,1,202.56,0,At Risk,202.56,1,398.34315155570425
12417,3,20,6816.91,1,Regular,340.8455,0,13405.753422549347
12418,113,4,2021.2,1,Regular,505.3,1,3974.7787219805955
12419,386,2,503.01,0,At Risk,251.505,1,989.1912947474071
12420,64,1,600.39,1,Regular,600.39,0,1180.6933489461358
12421,16,6,1098.6,1,Regular,183.1,0,2160.445232519237
12422,96,17,5231.8,1,Regular,307.7529411764706,1,10288.56487119438
12423,1,10,2622.39,1,Regular,262.239,0,5157.045306122449
12424,163,4,3340.03,1,Regular,835.0075,1,6568.31593844095
12425,78,2,1741.41,1,Regular,870.705,0,3424.5593777183003
12426,195,2,1345.21,1,Regular,672.605,1,2645.4146470391433
12427,22,3,1129.3,1,Regular,376.43333333333334,0,2220.8181331549013
12428,26,9,7956.46,1,Regular,884.0511111111111,0,15646.728631649381
12429,9,8,7485.91,1,Regular,935.73875,0,14721.371354968216
12430,43,1,256.4,1,Regular,256.4,0,504.2218802275008
12431,36,27,10857.97,1,Regular,402.147037037037,0,21352.67569755771
12432,43,5,5059.32,1,Regular,1011.8639999999999,0,9949.375362997658
12433,1,10,20581.26,1,Regular,2058.1259999999997,0,40473.95325526932
12434,85,3,1103.43,1,Regular,367.81,0,2169.9436400133823
12435,80,6,13925.93,1,Regular,2320.9883333333332,0,27385.95401137504
12436,100,1,509.01,1,Regular,509.01,1,1000.9905587152894
12437,2,39,12683.4,1,Regular,325.2153846153846,0,24942.464101706257
12438,14,2,2906.85,1,Regular,1453.425,0,5716.4484108397455
12439,683,2,1158.18,0,At Risk,579.09,1,2277.611923720308
12440,462,2,859.2,0,At Risk,429.6,1,1689.654600200736
12441,367,1,347.1,0,At Risk,347.1,1,682.5874205419873
12442,3,1,172.06,1,Regular,172.06,0,338.36355971896955
12443,732,1,485.31,0,At Risk,485.31,1,954.3834660421545
12444,21,5,5005.46,1,Regular,1001.092,0,9843.457303445968
12445,22,2,434.98,1,Regular,217.49,0,855.4073067915691
12446,58,1,1002.31,1,Regular,1002.31,0,1971.0867112746737
12447,243,1,476.49,1,Regular,476.49,1,937.0385480093677
12448,44,1,449.45,1,Regular,449.45,0,883.8631983941117
12449,22,6,4835.89,1,Regular,805.9816666666667,0,9509.990438273671
12450,156,5,688.2,1,Regular,137.64000000000001,1,1353.3755771160925
12451,11,8,12669.88,1,Regular,1583.735,0,24915.876426898627
12452,17,2,430.5700000000001,1,Regular,215.28500000000005,0,846.7348477751758
12453,134,1,707.09,1,Regular,707.09,1,1390.5235931749748
12454,56,5,16679.78,1,Regular,3335.9559999999997,0,32801.52119103379
12455,73,10,5879.95,1,Regular,587.995,0,11563.180361324858
12456,44,3,3181.04,1,Regular,1060.3466666666666,0,6255.655108732018
12457,66,8,2995.91,1,Regular,374.48875,0,5891.588819003011
12458,71,4,1777.49,1,Regular,444.3725,0,3495.5122850451658
12459,605,1,454.36,0,At Risk,454.36,1,893.5189294078288
12460,456,1,326.65,0,At Risk,326.65,1,642.3715958514553
12461,94,2,826.88,1,Regular,413.44,1,1626.0958982937436
12462,19,2,1189.59,1,Regular,594.795,0,2339.381070592171
12463,53,4,1344.78,1,Regular,336.195,0,2644.569033121445
12464,10,8,1212.05,1,Regular,151.50625,0,2383.5496487119435
12465,17,2,742.19,1,Regular,371.095,0,1459.549287387086
12466,682,1,56.73,0,At Risk,56.73,1,111.56204081632652
12467,423,1,132.8,0,At Risk,132.8,1,261.1570424891268
12468,188,5,3670.74,1,Regular,734.1479999999999,1,7218.671702910672
12469,523,2,3070.54,0,At Risk,1535.27,1,6038.35199732352
12470,690,1,211.95,0,At Risk,211.95,1,416.8089996654399
12471,2,79,39963.79,2,VIP,505.8707594936709,0,78590.5512278354
12472,32,19,17880.59,1,Regular,941.0836842105264,0,35162.9668852459
12473,29,5,3938.55,1,Regular,787.71,0,7745.331850117096
12474,17,31,12424.45,1,Regular,400.7887096774194,0,24433.227534292408
12475,54,2,1149.64,1,Regular,574.82,0,2260.817638006022
12476,16,23,14115.41,1,Regular,613.7134782608696,0,27758.57476748076
12477,23,9,20276.37,1,Regular,2252.93,0,39874.37365674138
12478,4,1,680.99,1,Regular,680.99,0,1339.1967949146872
12479,11,1,527.2,1,Regular,527.2,0,1036.761993977919
12480,28,7,5464.85,1,Regular,780.6928571428572,0,10746.867949146872
12481,23,15,12361.39,1,Regular,824.0926666666667,0,24309.21726998996
12482,576,29,23691.4,0,At Risk,816.944827586207,1,46590.180394780866
12483,17,19,5120.58,1,Regular,269.5042105263158,0,10069.845848109735
12484,33,12,6370.15,1,Regular,530.8458333333333,0,12527.180227500836
12485,529,1,708.1,0,At Risk,708.1,1,1392.5098026095684
12486,432,1,1037.28,0,At Risk,1037.28,1,2039.8567547674807
12487,731,1,285.3,0,At Risk,285.3,1,561.0550016728002
12488,10,3,1298.66,1,Regular,432.8866666666667,0,2553.872024088324
12489,336,1,334.93,0,At Risk,334.93,1,658.6545801271328
12490,5,21,9823.64,1,Regular,467.79238095238094,0,19318.62024757444
12491,39,1,460.4,1,Regular,460.4,0,905.3968551354967
12492,63,3,715.21,1,Regular,238.40333333333334,0,1406.491930411509
12493,166,2,433.74,1,Regular,216.87,1,852.9687922382068
12494,16,9,1872.87,1,Regular,208.09666666666666,0,3683.0812512546
12495,641,1,357.4,0,At Risk,357.4,1,702.8428236868517
12496,620,2,54.09,0,At Risk,27.045,1,106.37036467045836
12497,82,3,6248.5,1,Regular,2082.8333333333335,0,12287.950150552024
12498,21,3,403.7000000000001,1,Regular,134.5666666666667,0,793.8938106390098
12499,560,1,393.72,0,At Risk,393.72,1,774.2677015724323
12500,23,19,5955.21,1,Regular,313.4321052631579,0,11711.182462361994
12501,337,1,2169.39,0,At Risk,2169.39,1,4266.20087654734
12502,96,5,3723.87,1,Regular,744.774,1,7323.1541853462695
12503,584,1,1126.0,0,At Risk,1126.0,1,2214.328537972566
12504,18,4,779.05,1,Regular,194.7625,0,1532.0360990297756
12505,409,1,955.2,0,At Risk,955.2,1,1878.4428236868519
12506,233,1,73.5,1,Regular,73.5,1,144.54098360655738
12507,134,4,1844.06,1,Regular,461.015,1,3626.4251187688187
12508,26,2,398.27,1,Regular,199.135,0,783.2154767480762
12509,284,1,176.5,0,At Risk,176.5,1,347.0950150552024
12510,143,9,5178.02,1,Regular,575.3355555555556,1,10182.804135162261
12511,429,1,3084.02,0,At Risk,3084.02,1,6064.861010371362
12512,66,2,138.03,1,Regular,69.015,0,271.4420675811308
12513,113,1,612.29,1,Regular,612.29,1,1204.0952224824355
12514,267,2,1597.76,0,At Risk,798.88,1,3142.065332887253
12515,353,1,383.7,0,At Risk,383.7,1,754.5629307460689
12516,78,4,2648.62,1,Regular,662.155,0,5208.62775510204
12517,28,5,2502.84,1,Regular,500.56800000000004,0,4921.944971562396
12518,1,5,2056.89,1,Regular,411.378,0,4044.964677149548
12519,64,2,726.54,1,Regular,363.27,0,1428.7728738708597
12520,79,5,2634.26,1,Regular,526.8520000000001,0,5180.38818333891
12521,143,1,599.68,1,Regular,599.68,1,1179.2971027099363
12522,39,2,192.72,1,Regular,96.36,0,378.9923586483774
12523,19,23,4372.15,1,Regular,190.09347826086955,0,8598.025326196052
12524,9,17,11126.11,1,Regular,654.4770588235294,0,21879.98480428237
12525,498,3,973.73,0,At Risk,324.57666666666665,1,1914.8828839076614
12526,1,3,1316.66,1,Regular,438.8866666666667,0,2589.2698159919705
12527,82,5,735.51,1,Regular,147.102,0,1446.4127735028437
12528,9,6,1933.48,1,Regular,322.24666666666667,0,3802.273482770157
12529,528,1,316.48,0,At Risk,316.48,1,622.371843425895
12530,60,9,3759.26,1,Regular,417.6955555555556,0,7392.750177316829
12531,15,2,1933.2,1,Regular,966.6,0,3801.722850451656
12532,30,1,349.83000000000004,1,Regular,349.83000000000004,0,687.9560856473738
12533,628,2,1367.89,0,At Risk,683.945,1,2690.0158648377387
12534,131,1,1089.18,1,Regular,1089.18,1,2141.920388089662
12535,92,2,716.35,1,Regular,358.175,1,1408.7337905654065
12536,43,3,12601.830000000002,1,Regular,4200.610000000001,0,24782.0531080629
12537,409,1,732.94,0,At Risk,732.94,1,1441.3587554366009
12538,29,2,640.45,1,Regular,320.225,0,1259.4731013716962
12539,22,7,11214.75,1,Regular,1602.107142857143,0,22054.29926396788
12540,20,33,22254.49,1,Regular,674.3784848484848,0,43764.43366343259
12541,30,3,981.18,1,Regular,327.06,0,1929.533636667782
12542,484,2,481.88,0,At Risk,240.94,1,947.6382201405152
12543,448,1,980.25,0,At Risk,980.25,1,1927.70475075276
12544,36,1,372.7,1,Regular,372.7,0,732.9309468049514
12545,75,2,1000.39,1,Regular,500.195,0,1967.3109468049515
12546,47,2,1161.5,1,Regular,580.75,0,2284.140849782536
12547,198,3,383.58,1,Regular,127.86,1,754.3269454667112
12548,166,1,95.2,1,Regular,95.2,1,187.21498829039814
12549,576,6,1575.68,0,At Risk,262.61333333333334,1,3098.644041485447
12550,79,1,964.83,1,Regular,964.83,0,1897.3806423553028
12551,358,1,168.0,0,At Risk,168.0,1,330.37939110070255
12552,39,2,437.82,1,Regular,218.91,0,860.9922917363666
12553,8,12,4608.75,1,Regular,384.0625,0,9063.309635329542
12554,449,1,468.5,0,At Risk,468.5,1,921.3258614921378
12555,682,1,129.23,0,At Risk,129.23,1,254.13648042823684
12556,50,2,603.71,1,Regular,301.855,0,1187.222275008364
12557,16,8,18716.14,1,Regular,2339.5175,0,36806.11271997324
12558,8,1,269.96,1,Regular,269.96,0,530.8882167949147
12559,311,2,561.71,0,At Risk,280.855,1,1104.6274272331884
12560,5,3,2134.01,1,Regular,711.3366666666667,0,4196.624550016729
12561,303,1,238.85,0,At Risk,238.85,1,469.70903312144526
12562,8,9,4966.92,1,Regular,551.88,0,9767.666697892271
12563,409,1,249.24,0,At Risk,249.24,1,490.1414252258281
12564,261,1,456.9,0,At Risk,456.9,1,898.5139511542321
12565,289,1,145.92000000000002,0,At Risk,145.92000000000002,1,286.958099698896
12566,86,1,351.65,1,Regular,351.65,0,691.5351957176313
12567,23,15,13709.86,1,Regular,913.9906666666667,0,26961.042850451657
12568,645,1,70.0,0,At Risk,70.0,1,137.65807962529274
12569,2,32,4124.6900000000005,1,Regular,128.89656250000002,0,8111.384349280696
12570,682,1,77.52,0,At Risk,77.52,1,152.44649046503847
12571,40,2,519.61,1,Regular,259.805,0,1021.835925058548
12572,9,2,1020.42,1,Regular,510.21,0,2006.7008230177316
12573,227,5,717.41,1,Regular,143.482,1,1410.8183271997323
12574,316,1,218.45,0,At Risk,218.45,1,429.5915356306457
12575,457,2,622.82,0,At Risk,311.41,1,1224.802930746069
12576,36,8,2142.7200000000003,1,Regular,267.84000000000003,0,4213.753148210104
12577,35,8,1653.75,1,Regular,206.71875,0,3252.1721311475408
12578,21,4,4642.45,1,Regular,1160.6125,0,9129.582167949146
12579,78,1,440.42,1,Regular,440.42,0,866.105306122449
12580,247,2,1052.9,1,Regular,526.45,1,2070.5741719638677
12581,40,1,197.71,1,Regular,197.71,0,388.8054131816661
12582,239,4,1980.4,1,Regular,495.1,1,3894.5437269989966
12583,3,27,14447.44,1,Regular,535.0903703703704,0,28411.526370023417
12584,4,9,2338.15,1,Regular,259.7944444444445,0,4598.074841083975
12585,234,2,2040.1,1,Regular,1020.05,1,4011.946403479424
12586,17,4,2062.67,1,Regular,515.6675,0,4056.331301438608
12587,8,1,144.0,1,Regular,144.0,0,283.18233522917365
12588,39,4,958.78,1,Regular,239.695,0,1885.483051187688
12589,29,8,4695.66,1,Regular,586.9575,0,9234.221973904316
12590,211,2,9864.26,1,Regular,4932.13,1,19398.501264637
12591,317,3,1352.15,0,At Risk,450.7166666666667,1,2659.062462361994
12592,92,5,2582.66,1,Regular,516.5319999999999,1,5078.914513215122
12593,109,3,418.1,1,Regular,139.36666666666667,1,822.2120441619271
12594,38,15,5090.110000000001,1,Regular,339.3406666666667,0,10009.92525259284
12595,505,1,299.02,0,At Risk,299.02,1,588.0359852793576
12596,51,2,618.27,1,Regular,309.135,0,1215.8551555704248
12597,19,4,3811.22,1,Regular,952.805,0,7494.931803278688
12598,10,11,4534.09,1,Regular,412.19,0,8916.487460689194
12599,29,13,2296.72,1,Regular,176.67076923076922,0,4516.600923385748
12600,29,21,5043.92,1,Regular,240.18666666666667,0,9919.090585480093
12601,190,6,681.26,1,Regular,113.54333333333334,1,1339.7277617932418
12602,59,1,153.12,1,Regular,153.12,0,301.11721646035465
12603,22,1,739.1999999999999,1,Regular,739.1999999999999,0,1453.669320843091
12604,79,2,254.18,1,Regular,127.09,0,499.85615255938444
12605,376,4,1232.95,0,At Risk,308.2375,1,2424.650418200067
12606,682,1,21.0,0,At Risk,21.0,1,41.29742388758782
12607,60,1,1579.51,1,Regular,1579.51,0,3106.1759049849447
12608,405,1,415.79,0,At Risk,415.79,1,817.6693275342924
12609,78,9,3435.86,1,Regular,381.76222222222225,0,6756.769849447976
12610,23,5,2099.54,1,Regular,419.908,0,4128.837778521244
12611,52,1,1193.32,1,Regular,1193.32,0,2346.716279692205
12612,74,1,704.04,1,Regular,704.04,0,1384.5256339913014
12613,57,10,6835.07,1,Regular,683.507,0,13441.465861492137
12614,278,1,315.6,0,At Risk,315.6,1,620.6412847106055
12615,2,8,5740.9800000000005,1,Regular,717.6225000000001,0,11289.88974238876
12616,95,3,1131.1,1,Regular,377.0333333333333,1,2224.357912345266
12617,29,1,355.53000000000003,1,Regular,355.53000000000003,0,699.1653864168619
12618,22,1,177.31,1,Regular,177.31,0,348.68791569086653
12619,16,10,3781.38,1,Regular,378.13800000000003,0,7436.250130478421
12620,15,3,1339.41,1,Regular,446.47,0,2634.008691870191
12621,2,35,24775.81,1,Regular,707.8802857142857,0,48722.72036801606
12622,232,1,180.1,1,Regular,180.1,1,354.17457343593173
12623,276,7,3747.84,0,At Risk,535.4057142857143,1,7370.292244897959
12624,106,2,641.13,1,Regular,320.565,1,1260.8103512880562
12625,212,4,5164.88,1,Regular,1291.22,1,10156.9637470726
12626,23,9,6620.4800000000005,1,Regular,735.6088888888889,0,13019.46518568083
12627,11,7,4478.53,1,Regular,639.79,0,8807.226276346604
12628,4,3,786.46,1,Regular,262.15333333333336,0,1546.6081900301103
12629,386,2,1558.22,0,At Risk,779.11,1,3064.308183338909
12630,10,2,1270.88,1,Regular,635.44,0,2499.2414319170293
12631,57,6,3481.57,1,Regular,580.2616666666667,0,6846.660575443291
12632,521,2,804.88,0,At Risk,402.44,1,1582.831930411509
12633,59,7,5678.16,1,Regular,811.1657142857142,0,11166.351448645031
12634,536,2,490.0,0,At Risk,245.0,1,963.6065573770492
12635,90,4,2930.41,1,Regular,732.6025,0,5762.78018735363
12636,739,1,141.0,0,At Risk,141.0,1,277.28270324523254
12637,67,12,8340.31,1,Regular,695.0258333333333,0,16401.586543994646
12638,33,2,921.49,1,Regular,460.745,0,1812.1506256273
12639,239,3,1312.37,1,Regular,437.45666666666665,1,2580.8333422549345
12640,24,3,1174.58,1,Regular,391.52666666666664,0,2309.863245232519
12641,115,1,185.9,1,Regular,185.9,1,365.5805286048846
12642,25,3,1013.26,1,Regular,337.75333333333333,0,1992.6203680160588
12643,128,12,8350.42,1,Regular,695.8683333333333,1,16421.46830378053
12644,130,4,1918.49,1,Regular,479.6225,1,3772.794988290398
12645,34,8,3539.3,1,Regular,442.4125,0,6960.1891602542655
12646,5,2,1346.97,1,Regular,673.485,0,2648.8757644697225
12647,22,36,17924.35,1,Regular,497.89861111111105,0,35249.02285045165
12648,155,4,1112.0,1,Regular,278.0,1,2186.7969220475075
12649,107,8,2294.65,1,Regular,286.83125,1,4512.5301773168285
12650,3,1,314.44,1,Regular,314.44,0,618.3600936768149
12651,335,4,377.75,0,At Risk,94.4375,1,742.861993977919
12652,331,2,1017.03,0,At Risk,508.515,1,2000.0342388758781
12653,149,3,4160.83,1,Regular,1386.9433333333334,1,8182.455249247239
12654,11,5,601.98,1,Regular,120.396,0,1183.8201538976246
12655,424,1,261.35,0,At Risk,261.35,1,513.9562730010038
12656,17,8,6407.83,1,Regular,800.97875,0,12601.279605219137
12657,11,4,1643.18,1,Regular,410.795,0,3231.385761124122
12658,19,1,686.05,1,Regular,686.05,0,1349.1475075276012
12659,30,1,91.68,1,Regular,91.68,0,180.29275342924055
12660,11,1,245.1,1,Regular,245.1,0,481.9999330879893
12661,436,1,162.0,0,At Risk,162.0,1,318.58012713282034
12662,1,20,6988.02,1,Regular,349.401,0,13742.248765473403
12663,625,2,239.4,0,At Risk,119.7,1,470.7906323185012
12664,8,11,6070.04,1,Regular,551.8218181818182,0,11937.000709267315
12665,325,3,313.6,0,At Risk,104.53333333333335,1,616.7081967213115
12666,394,1,1248.42,0,At Risk,1248.42,1,2455.072853797257
12667,58,1,620.13,1,Regular,620.13,0,1219.5129274004682
12668,12,10,11444.68,1,Regular,1144.468,0,22506.466724657075
12669,151,3,2744.03,1,Regular,914.6766666666667,1,5396.255717631315
12670,10,7,3760.29,1,Regular,537.1842857142857,0,7394.775717631314
12671,606,1,2622.481,0,At Risk,2622.481,1,5157.224261625962
12672,330,2,437.05,0,At Risk,218.525,1,859.4780528604884
12673,5,3,1230.02,1,Regular,410.00666666666666,0,2418.888444295751
12674,39,4,1970.6,1,Regular,492.65,0,3875.271595851455
12675,554,2,958.5,0,At Risk,479.25,1,1884.932418869187
12676,25,11,2843.09,1,Regular,258.4627272727273,0,5591.061565741051
12677,555,2,395.1,0,At Risk,197.55,1,776.9815322850452
12678,42,21,34281.18,1,Regular,1632.4371428571428,0,67415.44865841419
12679,59,4,1113.02,1,Regular,278.255,0,2188.8027969220475
12680,1,4,880.81,1,Regular,220.2025,0,1732.1516159250584
12681,15,45,30868.28,1,Regular,685.9617777777778,0,60703.83065908331
12682,4,52,24033.91,1,Regular,462.19057692307695,0,47263.74137838742
12683,4,21,12696.78,1,Regular,604.6085714285715,0,24968.77646035464
12684,8,7,2283.63,1,Regular,326.23285714285714,0,4490.858862495818
12685,28,6,2863.08,1,Regular,477.18,0,5630.372780194045
12686,372,1,178.28,0,At Risk,178.28,1,350.5954633656741
12687,481,2,2138.91,0,At Risk,1069.455,1,4206.260615590498
12688,114,1,4873.81,1,Regular,4873.81,1,9584.561786550687
12689,26,2,1247.61,1,Regular,623.805,0,2453.479953161592
12690,206,1,389.01,1,Regular,389.01,1,765.0052793576447
12691,28,7,1170.4,1,Regular,167.20000000000002,0,2301.643091334895
12692,637,1,110.95,0,At Risk,110.95,1,218.188056206089
12693,127,7,1703.02,1,Regular,243.28857142857143,1,3349.0637537638004
12694,70,3,1843.35,1,Regular,614.4499999999999,0,3625.0288725326195
12695,7,7,1407.12,1,Regular,201.01714285714283,0,2767.1633857477414
12696,435,2,851.91,0,At Risk,425.955,1,1675.318494479759
12697,29,3,957.59,1,Regular,319.19666666666666,0,1883.142863834058
12698,590,1,339.75,0,At Risk,339.75,1,668.1333221813316
12699,418,1,638.11,0,At Risk,638.11,1,1254.8713884242222
12700,8,4,4939.99,1,Regular,1234.9975,0,9714.707668116427
12701,80,6,2446.41,1,Regular,407.73499999999996,0,4810.972893944463
12702,20,1,219.0,1,Regular,219.0,0,430.6731348277016
12703,71,4,1006.53,1,Regular,251.6325,0,1979.3855269320843
12704,7,8,2340.84,1,Regular,292.605,0,4603.364844429575
12705,15,14,11762.1,1,Regular,840.15,0,23130.68711943794
12707,292,1,603.42,0,At Risk,603.42,1,1186.6519772499162
12708,30,18,5314.1,1,Regular,295.2277777777778,0,10450.411441953831
12709,15,34,31093.34,1,Regular,914.51,0,61146.42105051857
12710,97,3,1149.02,1,Regular,383.00666666666666,1,2259.598380729341
12711,612,2,1339.05,0,At Risk,669.525,1,2633.3007360321176
12712,29,21,7193.66,1,Regular,342.5552380952381,0,14146.64887253262
12713,1,1,848.55,1,Regular,848.55,0,1668.710906657745
12714,9,12,14093.71,1,Regular,1174.4758333333332,0,27715.90076279692
12715,106,1,353.86,1,Regular,353.86,1,695.8812579458013
12716,4,2,1053.49,1,Regular,526.745,0,2071.7344329207094
12717,151,3,1308.91,1,Regular,436.30333333333334,1,2574.029100033456
12718,71,1,238.25,1,Regular,238.25,0,468.5291067246571
12719,5,2,644.95,1,Regular,322.475,0,1268.322549347608
12720,3,30,8260.67,1,Regular,275.35566666666665,0,16244.970980260956
12721,32,8,4013.08,1,Regular,501.635,0,7891.89837403814
12722,85,4,997.63,1,Regular,249.4075,0,1961.8832853797255
12723,4,5,725.07,1,Regular,145.014,0,1425.8820541987288
12724,5,7,2317.52,1,Regular,331.07428571428574,0,4557.505038474406
12725,371,4,2694.56,0,At Risk,673.64,1,5298.970786216126
12726,28,11,4014.6,1,Regular,364.96363636363634,0,7894.887520910003
12727,11,10,5679.53,1,Regular,567.953,0,11169.045613917697
12728,71,5,1070.17,1,Regular,214.03400000000002,0,2104.536386751422
12729,114,1,453.01,1,Regular,453.01,1,890.8640950150551
12730,522,1,829.25,0,At Risk,829.25,1,1630.756607561057
12731,24,17,25775.71,1,Regular,1516.2182352941177,0,50689.06770826363
12732,180,1,236.26,1,Regular,236.26,1,464.61568417530947
12733,234,4,2424.87,1,Regular,606.2175,1,4768.613536299766
12734,353,3,639.65,0,At Risk,213.21666666666667,1,1257.8998661759786
12735,315,2,779.5699999999999,0,At Risk,389.78499999999997,1,1533.0587019069922
12736,333,1,234.0,0,At Risk,234.0,1,460.17129474740716
12737,499,2,3710.5,0,At Risk,1855.25,1,7296.8614921378385
12738,372,1,310.7,0,At Risk,310.7,1,611.0052191368351
12739,78,4,2726.73,1,Regular,681.6825,0,5362.234506523921
12740,64,1,427.6,1,Regular,427.6,0,840.894212111074
12741,529,2,406.07,0,At Risk,203.035,1,798.5545199063232
12742,626,1,1201.52,0,At Risk,1201.52,1,2362.84194044831
12743,134,2,546.43,1,Regular,273.215,1,1074.5786349949815
12744,52,11,25317.06,1,Regular,2301.550909090909,0,49787.11230511876
12745,487,3,925.41,0,At Risk,308.46999999999997,1,1819.8594780863161
12746,541,1,254.55,0,At Risk,254.55,1,500.58377383740384
12747,2,26,9276.54,1,Regular,356.79,0,18242.724028103046
12748,1,336,56599.39,2,VIP,168.45056547619046,0,111305.19050518566
12749,4,9,6897.36,1,Regular,766.3733333333333,0,13563.961886918702
12750,129,1,275.88,1,Regular,275.88,1,542.5301572432252
12751,445,1,268.27,0,At Risk,268.27,1,527.5647574439612
12752,81,1,4366.78,1,Regular,4366.78,0,8587.464984944798
12753,23,6,21429.39,1,Regular,3571.565,0,42141.838213449315
12754,236,3,3010.74,1,Regular,1003.5799999999999,1,5920.752666443626
12755,281,11,9030.66,1,Regular,820.9690909090909,1,17759.19019069923
12756,87,1,112.08,1,Regular,112.08,0,220.41025092004014
12757,16,13,7857.1,1,Regular,604.3923076923077,0,15451.33282034125
12758,117,7,9903.24,1,Regular,1414.7485714285715,1,19475.157149548344
