Customer ID,Recency,Frequency,Monetary,Cluster,Segment
12498,21,3,403.70000000000005,1,Regular
12499,560,1,393.72,0,At Risk
12500,23,19,5955.21,1,Regular
12501,337,1,2169.39,0,At Risk
12502,96,5,3723.87,1,Regular
12503,584,1,1126.0,0,At Risk
12504,18,4,779.05,1,Regular
12505,409,1,955.2,0,At Risk
12506,233,1,73.5,1,Regular
12507,134,4,1844.06,1,Regular
12508,26,2,398.27,1,Regular
12509,284,1,176.5,0,At Risk
12510,143,9,5178.02,1,Regular
12511,429,1,3084.02,0,At Risk
12512,66,2,138.03,1,Regular
12513,113,1,612.29,1,Regular
12514,267,2,1597.76,0,At Risk
12515,353,1,383.7,0,At Risk
12516,78,4,2648.62,1,Regular
12517,28,5,2502.84,1,Regular
12518,1,5,2056.89,1,Regular
12519,64,2,726.54,1,Regular
12520,79,5,2634.26,1,Regular
12521,143,1,599.68,1,Regular
12522,39,2,192.72,1,Regular
12523,19,23,4372.15,1,Regular
12524,9,17,11126.11,1,Regular
12525,498,3,973.73,0,At Risk
12526,1,3,1316.66,1,Regular
12527,82,5,735.51,1,Regular
12528,9,6,1933.48,1,Regular
12529,528,1,316.48,0,At Risk
12530,60,9,3759.26,1,Regular
12531,15,2,1933.2,1,Regular
12532,30,1,349.83000000000004,1,Regular
12533,628,2,1367.89,0,At Risk
12534,131,1,1089.18,1,Regular
12535,92,2,716.35,1,Regular
12536,43,3,12601.830000000002,1,Regular
12537,409,1,732.94,0,At Risk
12538,29,2,640.45,1,Regular
12539,22,7,11214.75,1,Regular
12540,20,33,22254.49,1,Regular
12541,30,3,981.18,1,Regular
12542,484,2,481.88,0,At Risk
12543,448,1,980.25,0,At Risk
12544,36,1,372.7,1,Regular
12545,75,2,1000.39,1,Regular
12546,47,2,1161.5,1,Regular
12547,198,3,383.58,1,Regular
12548,166,1,95.19999999999999,1,Regular
12549,576,6,1575.68,0,At Risk
12550,79,1,964.83,1,Regular
12551,358,1,168.0,0,At Risk
12552,39,2,437.82,1,Regular
12553,8,12,4608.75,1,Regular
12554,449,1,468.5,0,At Risk
12555,682,1,129.23,0,At Risk
12556,50,2,603.71,1,Regular
12557,16,8,18716.14,1,Regular
12558,8,1,269.96,1,Regular
12559,311,2,561.71,0,At Risk
12560,5,3,2134.01,1,Regular
12561,303,1,238.85,0,At Risk
12562,8,9,4966.92,1,Regular
12563,409,1,249.24,0,At Risk
12564,261,1,456.90000000000003,0,At Risk
12565,289,1,145.92000000000002,0,At Risk
12566,86,1,351.65,1,Regular
12567,23,15,13709.86,1,Regular
12568,645,1,70.0,0,At Risk
12569,2,32,4124.6900000000005,1,Regular
12570,682,1,77.52,0,At Risk
12571,40,2,519.61,1,Regular
12572,9,2,1020.4200000000001,1,Regular
12573,227,5,717.41,1,Regular
12574,316,1,218.45000000000002,0,At Risk
12575,457,2,622.82,0,At Risk
12576,36,8,2142.7200000000003,1,Regular
12577,35,8,1653.75,1,Regular
12578,21,4,4642.45,1,Regular
12579,78,1,440.42,1,Regular
12580,247,2,1052.9,1,Regular
12581,40,1,197.71,1,Regular
12582,239,4,1980.4,1,Regular
12583,3,27,14447.44,1,Regular
12584,4,9,2338.15,1,Regular
12585,234,2,2040.1,1,Regular
12586,17,4,2062.67,1,Regular
12587,8,1,144.0,1,Regular
12588,39,4,958.78,1,Regular
12589,29,8,4695.66,1,Regular
12590,211,2,9864.26,1,Regular
12591,317,3,1352.15,0,At Risk
12592,92,5,2582.66,1,Regular
12593,109,3,418.1,1,Regular
12594,38,15,5090.110000000001,1,Regular
12595,505,1,299.02,0,At Risk
12596,51,2,618.27,1,Regular
12597,19,4,3811.22,1,Regular
12598,10,11,4534.09,1,Regular
12599,29,13,2296.72,1,Regular
12600,29,21,5043.92,1,Regular
12601,190,6,681.26,1,Regular
12602,59,1,153.12,1,Regular
12603,22,1,739.1999999999999,1,Regular
12604,79,2,254.18,1,Regular
12605,376,4,1232.95,0,At Risk
12606,682,1,21.0,0,At Risk
12607,60,1,1579.51,1,Regular
12608,405,1,415.79,0,At Risk
12609,78,9,3435.86,1,Regular
12610,23,5,2099.54,1,Regular
12611,52,1,1193.32,1,Regular
12612,74,1,704.04,1,Regular
12613,57,10,6835.07,1,Regular
12614,278,1,315.6,0,At Risk
12615,2,8,5740.9800000000005,1,Regular
12616,95,3,1131.1,1,Regular
12617,29,1,355.53000000000003,1,Regular
12618,22,1,177.31,1,Regular
12619,16,10,3781.38,1,Regular
12620,15,3,1339.41,1,Regular
12621,2,35,24775.81,1,Regular
12622,232,1,180.1,1,Regular
12623,276,7,3747.84,0,At Risk
12624,106,2,641.13,1,Regular
12625,212,4,5164.88,1,Regular
12626,23,9,6620.4800000000005,1,Regular
12627,11,7,4478.53,1,Regular
12628,4,3,786.46,1,Regular
12629,386,2,1558.22,0,At Risk
12630,10,2,1270.88,1,Regular
12631,57,6,3481.57,1,Regular
12632,521,2,804.88,0,At Risk
12633,59,7,5678.16,1,Regular
12634,536,2,490.0,0,At Risk
12635,90,4,2930.41,1,Regular
12636,739,1,141.0,0,At Risk
12637,67,12,8340.31,1,Regular
12638,33,2,921.49,1,Regular
12639,239,3,1312.3700000000001,1,Regular
12640,24,3,1174.58,1,Regular
12641,115,1,185.9,1,Regular
12642,25,3,1013.26,1,Regular
12643,128,12,8350.42,1,Regular
12644,130,4,1918.49,1,Regular
12645,34,8,3539.3,1,Regular
12646,5,2,1346.97,1,Regular
12647,22,36,17924.35,1,Regular
12648,155,4,1112.0,1,Regular
12649,107,8,2294.65,1,Regular
12650,3,1,314.44,1,Regular
12651,335,4,377.75,0,At Risk
12652,331,2,1017.0300000000001,0,At Risk
12653,149,3,4160.83,1,Regular
12654,11,5,601.98,1,Regular
12655,424,1,261.35,0,At Risk
12656,17,8,6407.83,1,Regular
12657,11,4,1643.18,1,Regular
12658,19,1,686.05,1,Regular
12659,30,1,91.68,1,Regular
12660,11,1,245.10000000000002,1,Regular
12661,436,1,162.0,0,At Risk
12662,1,20,6988.02,1,Regular
12663,625,2,239.4,0,At Risk
12664,8,11,6070.04,1,Regular
12665,325,3,313.6,0,At Risk
12666,394,1,1248.42,0,At Risk
12667,58,1,620.13,1,Regular
12668,12,10,11444.68,1,Regular
12669,151,3,2744.0299999999997,1,Regular
12670,10,7,3760.29,1,Regular
12671,606,1,2622.481,0,At Risk
12672,330,2,437.05,0,At Risk
12673,5,3,1230.02,1,Regular
12674,39,4,1970.6,1,Regular
12675,554,2,958.5,0,At Risk
12676,25,11,2843.09,1,Regular
12677,555,2,395.1,0,At Risk
12678,42,21,34281.18,1,Regular
12679,59,4,1113.02,1,Regular
12680,1,4,880.81,1,Regular
12681,15,45,30868.28,1,Regular
12682,4,52,24033.91,1,Regular
12683,4,21,12696.78,1,Regular
12684,8,7,2283.63,1,Regular
12685,28,6,2863.08,1,Regular
12686,372,1,178.28,0,At Risk
12687,481,2,2138.91,0,At Risk
12688,114,1,4873.81,1,Regular
12689,26,2,1247.6100000000001,1,Regular
12690,206,1,389.01,1,Regular
12691,28,7,1170.4,1,Regular
12692,637,1,110.95,0,At Risk
12693,127,7,1703.02,1,Regular
12694,70,3,1843.35,1,Regular
12695,7,7,1407.1200000000001,1,Regular
12696,435,2,851.91,0,At Risk
12697,29,3,957.59,1,Regular
12698,590,1,339.75,0,At Risk
12699,418,1,638.11,0,At Risk
12700,8,4,4939.99,1,Regular
12701,80,6,2446.41,1,Regular
12702,20,1,219.0,1,Regular
12703,71,4,1006.53,1,Regular
12704,7,8,2340.84,1,Regular
12705,15,14,11762.1,1,Regular
12707,292,1,603.42,0,At Risk
12708,30,18,5314.1,1,Regular
12709,15,34,31093.34,1,Regular
12710,97,3,1149.02,1,Regular
12711,612,2,1339.05,0,At Risk
12712,29,21,7193.66,1,Regular
12713,1,1,848.55,1,Regular
12714,9,12,14093.710000000001,1,Regular
12715,106,1,353.86,1,Regular
12716,4,2,1053.49,1,Regular
12717,151,3,1308.91,1,Regular
12718,71,1,238.25,1,Regular
12719,5,2,644.95,1,Regular
12720,3,30,8260.67,1,Regular
12721,32,8,4013.08,1,Regular
12722,85,4,997.63,1,Regular
12723,4,5,725.07,1,Regular
12724,5,7,2317.52,1,Regular
12725,371,4,2694.56,0,At Risk
12726,28,11,4014.6,1,Regular
12727,11,10,5679.53,1,Regular
12728,71,5,1070.17,1,Regular
12729,114,1,453.01,1,Regular
12730,522,1,829.25,0,At Risk
12731,24,17,25775.71,1,Regular
12732,180,1,236.26000000000002,1,Regular
12733,234,4,2424.87,1,Regular
12734,353,3,639.65,0,At Risk
12735,315,2,779.5699999999999,0,At Risk
12736,333,1,234.0,0,At Risk
12737,499,2,3710.5,0,At Risk
12738,372,1,310.7,0,At Risk
12739,78,4,2726.73,1,Regular
12740,64,1,427.6,1,Regular
12741,529,2,406.07,0,At Risk
12742,626,1,1201.52,0,At Risk
12743,134,2,546.43,1,Regular
12744,52,11,25317.06,1,Regular
12745,487,3,925.41,0,At Risk
12746,541,1,254.55,0,At Risk
12747,2,26,9276.54,1,Regular
12748,1,336,56599.39,2,VIP
12749,4,9,6897.36,1,Regular
12750,129,1,275.88,1,Regular
12751,445,1,268.27,0,At Risk
12752,81,1,4366.78,1,Regular
12753,23,6,21429.39,1,Regular
12754,236,3,3010.74,1,Regular
12755,281,11,9030.66,1,Regular
12756,87,1,112.08,1,Regular
12757,16,13,7857.1,1,Regular
12758,117,7,9903.24,1,Regular
12759,52,8,5020.74,1,Regular
12760,456,1,347.8,0,At Risk
12761,458,2,782.95,0,At Risk
12762,8,2,1898.52,1,Regular
12763,138,2,814.16,1,Regular
12764,317,1,1693.88,0,At Risk
12765,472,6,1404.58,0,At Risk
12766,4,9,10068.28,1,Regular
12767,376,1,949.82,0,At Risk
12768,451,1,168.69,0,At Risk
12769,239,1,1143.6,1,Regular
12770,211,2,3246.45,1,Regular
12771,486,1,282.3,0,At Risk
12772,60,1,892.47,1,Regular
12773,564,1,124.25,0,At Risk
12774,536,1,98.7,0,At Risk
12775,17,7,1686.1200000000001,1,Regular
12776,668,1,55.5,0,At Risk
12777,458,1,519.45,0,At Risk
12778,20,9,1775.68,1,Regular
12779,38,14,6722.2699999999995,1,Regular
12780,599,1,337.4,0,At Risk
12781,64,2,826.74,1,Regular
12782,5,11,4618.24,1,Regular
12783,2,6,2225.91,1,Regular
12784,9,3,1804.75,1,Regular
12785,364,3,1100.4,0,At Risk
12786,610,1,728.5000000000001,0,At Risk
12787,10,4,862.1800000000001,1,Regular
12788,463,4,444.90000000000003,0,At Risk
12789,65,3,273.35,1,Regular
12790,192,2,591.85,1,Regular
12791,374,6,1056.1100000000001,0,At Risk
12792,257,2,827.01,0,At Risk
12793,335,3,1017.33,0,At Risk
12794,53,2,860.41,1,Regular
12795,19,1,430.48,1,Regular
12796,628,1,381.0,0,At Risk
12797,366,2,806.11,0,At Risk
12798,10,4,8510.93,1,Regular
12799,529,1,219.35,0,At Risk
12800,470,3,584.25,0,At Risk
12801,501,1,1071.82,0,At Risk
12802,187,7,2416.42,1,Regular
12803,393,1,1092.81,0,At Risk
12804,466,2,327.02,0,At Risk
12805,382,4,1434.95,0,At Risk
12806,435,4,2878.96,0,At Risk
12807,383,1,330.35,0,At Risk
12808,37,5,906.1,1,Regular
12809,178,3,1755.94,1,Regular
12810,535,2,534.99,0,At Risk
12811,261,5,1033.9,1,Regular
12812,45,1,229.64000000000001,1,Regular
12813,502,3,1687.8,0,At Risk
12814,102,1,125.92,1,Regular
12815,148,2,1063.46,1,Regular
12816,96,2,572.2,1,Regular
12817,281,3,690.98,0,At Risk
12818,262,1,1542.08,0,At Risk
12819,458,1,540.52,0,At Risk
12820,3,11,2689.52,1,Regular
12821,214,2,220.8,1,Regular
12822,71,2,948.88,1,Regular
12823,75,18,6501.5,1,Regular
12824,60,1,397.12,1,Regular
12825,521,2,518.63,0,At Risk
12826,3,12,2955.75,1,Regular
12827,6,3,430.15,1,Regular
12828,3,6,1018.71,1,Regular
12829,337,3,385.3,0,At Risk
12830,38,6,6814.64,1,Regular
12831,262,3,451.11,0,At Risk
12832,32,2,383.03000000000003,1,Regular
12833,145,1,417.38,1,Regular
12834,283,1,312.38,0,At Risk
12835,428,41,6043.31,0,At Risk
12836,59,15,6585.62,1,Regular
12837,173,2,688.41,1,Regular
12838,34,10,3398.48,1,Regular
12839,3,26,10071.73,1,Regular
12840,144,7,4041.9700000000003,1,Regular
12841,5,40,7540.68,1,Regular
12842,70,4,1917.99,1,Regular
12843,66,30,6588.41,1,Regular
12844,29,4,648.6,1,Regular
12845,267,4,354.09000000000003,0,At Risk
12846,682,1,15.58,0,At Risk
12847,22,2,1636.8999999999999,1,Regular
12848,676,1,208.0,0,At Risk
12849,31,6,3090.56,1,Regular
12850,446,1,330.0,0,At Risk
12851,97,2,284.13,1,Regular
12852,295,1,311.55,0,At Risk
12853,135,11,3907.5,1,Regular
12854,79,7,2994.02,1,Regular
12855,373,4,650.94,0,At Risk
12856,8,6,2179.93,1,Regular
12857,211,6,3688.0,1,Regular
12858,383,1,177.92,0,At Risk
12859,459,1,575.1,0,At Risk
12860,693,1,55.47,0,At Risk
12861,620,1,68.25,0,At Risk
12862,426,2,1008.32,0,At Risk
12863,52,6,2792.55,1,Regular
12864,138,2,299.57,1,Regular
12865,26,4,3323.4700000000003,1,Regular
12866,283,3,1227.35,0,At Risk
12867,26,13,7913.29,1,Regular
12868,186,8,2247.06,1,Regular
12869,682,1,337.66999999999996,0,At Risk
12870,375,3,1676.95,0,At Risk
12871,84,3,744.02,1,Regular
12872,327,12,3685.4900000000002,0,At Risk
12873,282,3,2027.3,0,At Risk
12874,385,2,948.42,0,At Risk
12875,143,5,1356.9900000000002,1,Regular
12876,58,4,4081.79,1,Regular
12877,4,20,2955.17,1,Regular
12878,236,2,854.99,1,Regular
12879,45,3,573.22,1,Regular
12880,382,2,640.13,0,At Risk
12881,276,1,298.0,0,At Risk
12882,9,2,1463.04,1,Regular
12883,25,4,703.47,1,Regular
12884,88,1,309.05,1,Regular
12885,63,3,1175.22,1,Regular
12886,68,2,1378.4,1,Regular
12887,384,1,222.4,0,At Risk
12888,214,2,354.12,1,Regular
12889,381,4,385.46000000000004,0,At Risk
12890,24,2,717.27,1,Regular
12891,186,11,840.5,1,Regular
12892,397,1,263.38,0,At Risk
12893,31,1,188.14,1,Regular
12894,575,1,157.35,0,At Risk
12895,42,2,372.8,1,Regular
12897,205,4,514.25,1,Regular
12898,464,2,310.96,0,At Risk
12899,414,1,366.4,0,At Risk
12900,422,1,340.33000000000004,0,At Risk
12901,9,28,17654.54,1,Regular
12902,265,1,138.68,0,At Risk
12903,429,1,833.5300000000001,0,At Risk
12904,18,2,509.58,1,Regular
12905,577,2,1018.42,0,At Risk
12906,12,5,2919.81,1,Regular
12907,396,2,508.91,0,At Risk
12908,176,5,1776.0,1,Regular
12909,40,8,3103.19,1,Regular
12910,23,13,5796.52,1,Regular
12911,552,1,1680.47,0,At Risk
12912,3,5,1662.3,1,Regular
12913,5,13,6700.86,1,Regular
12914,401,1,223.98,0,At Risk
12915,149,4,1174.75,1,Regular
12916,139,7,4654.02,1,Regular
12917,128,6,4359.2,1,Regular
12918,626,1,10953.5,0,At Risk
12919,8,6,1335.19,1,Regular
12920,17,4,488.09000000000003,1,Regular
12921,9,74,35921.04,2,VIP
12922,161,1,405.38,1,Regular
12923,64,3,789.87,1,Regular
12924,88,12,2469.4,1,Regular
12925,5,3,729.33,1,Regular
12926,411,4,1548.46,0,At Risk
12927,395,1,197.31,0,At Risk
12928,35,12,4304.89,1,Regular
12929,312,1,117.85,0,At Risk
12930,78,2,415.8,1,Regular
12931,22,57,92347.34,2,VIP
12932,539,8,1698.56,0,At Risk
12933,24,8,1687.03,1,Regular
12934,737,1,181.65,0,At Risk
12935,2,15,4243.86,1,Regular
12936,17,4,1063.9,1,Regular
12937,15,9,3097.61,1,Regular
12938,26,1,114.14,1,Regular
12939,64,20,25264.8,1,Regular
12940,55,2,913.54,1,Regular
12941,724,1,377.49,0,At Risk
12942,131,3,942.65,1,Regular
12943,558,2,496.5,0,At Risk
12944,36,2,604.51,1,Regular
12945,288,2,900.11,0,At Risk
12946,437,1,324.45,0,At Risk
12947,144,6,1908.03,1,Regular
12948,16,9,2317.43,1,Regular
12949,31,22,15526.7,1,Regular
12950,2,3,1843.0,1,Regular
12951,9,15,3213.7200000000003,1,Regular
12952,6,4,1387.79,1,Regular
12953,10,2,828.8100000000001,1,Regular
12954,639,1,162.45,0,At Risk
12955,1,11,4757.16,1,Regular
12956,306,4,521.89,0,At Risk
12957,10,13,8706.97,1,Regular
12958,400,2,539.49,0,At Risk
12959,484,1,150.95,0,At Risk
12960,414,4,1322.0700000000002,0,At Risk
12961,379,1,211.99,0,At Risk
12962,7,2,266.39,1,Regular
12963,8,12,3601.59,1,Regular
12964,437,1,132.24,0,At Risk
12965,89,1,771.91,1,Regular
12966,10,1,160.18,1,Regular
12967,358,3,4306.92,0,At Risk
12968,112,1,135.95,1,Regular
12969,603,1,122.45,0,At Risk
12970,7,10,1524.97,1,Regular
12971,4,116,15972.79,2,VIP
12972,414,4,1161.2,0,At Risk
12973,414,1,385.55,0,At Risk
12974,198,2,408.95,1,Regular
12975,437,6,2100.09,0,At Risk
12976,212,8,3156.38,1,Regular
12977,156,4,517.63,1,Regular
12978,385,5,2502.82,0,At Risk
12979,729,1,517.7,0,At Risk
12980,158,21,16245.78,1,Regular
12981,30,2,372.21999999999997,1,Regular
12982,243,8,2744.81,1,Regular
12983,598,1,490.08,0,At Risk
12984,19,1,97.5,1,Regular
12985,1,2,1239.38,1,Regular
12986,429,10,2729.84,0,At Risk
12987,74,5,1312.21,1,Regular
12988,292,1,535.32,0,At Risk
12989,3,33,13551.75,1,Regular
12990,31,7,955.5,1,Regular
12991,23,3,764.82,1,Regular
12992,725,1,93.35,0,At Risk
12993,23,8,1259.63,1,Regular
12994,4,3,974.42,1,Regular
12995,85,1,211.32,1,Regular
12996,376,1,355.5,0,At Risk
12997,22,8,2110.91,1,Regular
12998,493,3,920.08,0,At Risk
12999,196,3,455.88,1,Regular
13000,107,4,1032.5,1,Regular
13001,4,33,24172.100000000002,1,Regular
13002,318,3,414.13,0,At Risk
13003,106,3,149.05,1,Regular
13004,12,36,11650.85,1,Regular
13005,174,4,999.68,1,Regular
13006,56,1,81.57,1,Regular
13007,580,1,175.25,0,At Risk
13008,323,3,612.13,0,At Risk
13009,673,1,234.0,0,At Risk
13010,374,2,330.12,0,At Risk
13011,372,1,101.10000000000001,0,At Risk
13012,9,11,2972.83,1,Regular
13013,1,29,12625.77,1,Regular
13014,11,11,5381.08,1,Regular
13015,53,11,6586.42,1,Regular
13016,73,3,789.89,1,Regular
13017,7,1,204.0,1,Regular
13018,16,35,9763.16,1,Regular
13019,379,6,1229.95,0,At Risk
13020,563,2,618.96,0,At Risk
13021,4,17,4887.24,1,Regular
13022,430,1,65.3,0,At Risk
13023,64,3,1449.03,1,Regular
13024,471,2,555.87,0,At Risk
13025,732,1,323.39,0,At Risk
13026,1,9,1733.08,1,Regular
13027,114,19,17335.2,1,Regular
13028,23,2,661.3199999999999,1,Regular
13029,31,5,1927.3,1,Regular
13030,11,2,1227.22,1,Regular
13031,407,5,3419.27,0,At Risk
13032,52,9,2843.55,1,Regular
13033,357,2,220.55,0,At Risk
13034,55,3,922.68,1,Regular
13035,74,3,1364.2,1,Regular
13036,685,1,307.1,0,At Risk
13037,138,12,3914.9500000000003,1,Regular
13038,80,3,908.46,1,Regular
13039,584,4,1010.73,0,At Risk
13040,9,2,676.99,1,Regular
13041,451,4,799.13,0,At Risk
13042,598,3,1556.54,0,At Risk
13043,273,1,516.42,0,At Risk
13044,291,11,4853.9,0,At Risk
13045,99,3,808.9200000000001,1,Regular
13046,31,3,949.25,1,Regular
13047,32,24,8795.16,1,Regular
13048,14,9,4084.21,1,Regular
13049,64,4,1408.24,1,Regular
13050,15,35,12344.53,1,Regular
13051,579,2,155.8,0,At Risk
13052,212,7,3168.53,1,Regular
13053,622,1,127.65,0,At Risk
13055,78,4,2321.11,1,Regular
13056,551,1,209.48,0,At Risk
13057,530,3,722.09,0,At Risk
13058,25,3,271.40000000000003,1,Regular
13059,250,10,2303.17,1,Regular
13060,254,1,307.53000000000003,0,At Risk
13061,72,1,248.61,1,Regular
13062,191,1,346.98,1,Regular
13063,481,1,188.4,0,At Risk
13064,13,6,1680.74,1,Regular
13065,373,5,1260.91,0,At Risk
13066,24,2,470.8,1,Regular
13067,82,3,508.51,1,Regular
13068,10,2,344.0,1,Regular
13069,1,38,9683.13,1,Regular
13070,192,4,751.7,1,Regular
13071,612,1,129.22,0,At Risk
13072,267,1,177.15,0,At Risk
13073,411,2,418.08,0,At Risk
13074,511,4,1378.74,0,At Risk
13075,130,1,919.61,1,Regular
13076,458,1,135.4,0,At Risk
13077,1,11,3064.67,1,Regular
13078,3,57,29532.45,1,Regular
13079,4,6,419.18,1,Regular
13080,179,4,280.73,1,Regular
13081,12,28,59205.15,1,Regular
13082,126,21,7335.75,1,Regular
13083,4,3,395.43,1,Regular
13084,492,1,122.39999999999999,0,At Risk
13085,158,8,2433.28,1,Regular
13086,383,1,439.33000000000004,0,At Risk
13087,726,1,313.64,0,At Risk
13088,417,1,236.11,0,At Risk
13089,3,203,116737.86,2,VIP
13090,9,24,14103.09,1,Regular
13091,28,3,2321.82,1,Regular
13092,71,12,2140.28,1,Regular
13093,276,55,54943.65,2,VIP
13094,21,13,2433.1200000000003,1,Regular
13095,71,1,74.39999999999999,1,Regular
13096,394,1,419.7000000000001,0,At Risk
13097,33,28,13389.22,1,Regular
13098,1,28,28882.44,1,Regular
13099,99,1,207.36,1,Regular
13101,234,4,695.4,1,Regular
13102,1,37,11696.92,1,Regular
13103,40,3,709.64,1,Regular
13104,3,9,1709.1,1,Regular
13105,436,1,72.0,0,At Risk
13106,133,2,603.46,1,Regular
13107,44,9,5253.07,1,Regular
13108,373,2,1098.52,0,At Risk
13109,60,3,1134.03,1,Regular
13110,31,12,2957.4700000000003,1,Regular
13111,719,1,321.88000000000005,0,At Risk
13112,541,1,20.599999999999998,0,At Risk
13113,1,37,18625.73,1,Regular
